,url,text,publish_date,title,themes,media_id,media_url
0,http://uproxx.com/music/2013/12/yep-ted-nugent-still-dck/,"It’s the anniversary of the Sandy Hook tragedy and most would look at the event as a somber reminder of how fragile life can be. Unless you’re Ted Nugent and you want to use the anniversary to further your NRA backed agenda. From his piece titled “Don’t let those kids die in vain” on WND:

The Sandy Hook massacre was not the first mass shooting in the world, and it won’t be the last. Fortunately, the likelihood that you or your child will be part of such a massacre is extremely remote. Even so, that is no reason not to be prepared. If we fail to be better prepared to stop the next mass murderer, then those precious little 20 children and their six teachers and faculty members at Sandy Hook Elementary died for nothing.
The first lesson we should take away from the Sandy Hook massacre is that the self-inflicted scourge of political correctness has dumbed down America enough to allow the conditions to continue to exist that will facilitate another twisted individual capable of doing the same thing to flounder about our society. In fact, it already happened at the Washington Naval Yard. It is going to happen again. And again.
The only way to stop a madman with a gun is a good guy or two with guns. Nothing else will work.

Now I don’t know if this solution would work or if it’s just compounding an issue. There have been studies to the contrary in the past, but the definitive proof isn’t there, hence the debate. The portion I find deplorable is the proximity to the Newtown anniversary. The entire article is nothing but the same NRA talking points we heard last year and just rings false, especially in the wake of yet another incident Friday.
I’m far from the camp that thinks we shouldn’t talk about gun control in conjunction with the massacre, but I also feel some tact is in order out of respect for the families. I felt the same way last year as people were shouting from both sides hours after the shootings.
Sandy Hook is the perfect example to use for why our views on security and gun control need to change in one way or the other, but the timing just doesn’t sit well with me. Where is talk like this at every other point of the year? It certainly isn’t something we should just talk about in the wake or anniversary of a tragedy.
That said, Ted Nugent is an ass and nowhere near my first choice as mouthpiece for a call. I’d rather have an inanimate carbon rod.


(Lead image via gettyimages) It’s the anniversary of the Sandy Hook tragedy and most would look at the event as a somber reminder of how fragile life can be. Unless you’re Ted Nugent and you want to use the anniversary to further your NRA backed agenda. From his piece titled “Don’t let those kids die in vain” on WND: The Sandy Hook massacre was not the first mass shooting in the world, and it won’t be the last. Fortunately, the likelihood that you or your child will be part of such a massacre is extremely remote. Even so, that is no reason not to be prepared. If we fail to be better prepared to stop the next mass murderer, then those precious little 20 children and their six teachers and faculty members at Sandy Hook Elementary died for nothing. The first lesson we should take away from the Sandy Hook massacre is that the self-inflicted scourge of political correctness has dumbed down America enough to allow the conditions to continue to exist that will facilitate another twisted individual capable of doing the same thing to flounder about our society. In fact, it already happened at the Washington Naval Yard. It is going to happen again. And again. The only way to stop a madman with a gun is a good guy or two with guns. Nothing else will work.  Now I don’t know if this solution would work or if it’s just compounding an issue. There have been studies to the contrary in the past, but the definitive proof isn’t there, hence the debate. The portion I find deplorable is the proximity to the Newtown anniversary. The entire article is nothing but the same NRA talking points we heard last year and just rings false, especially in the wake of yet another incident Friday. I’m far from the camp that thinks we shouldn’t talk about gun control in conjunction with the massacre, but I also feel some tact is in order out of respect for the families. I felt the same way last year as people were shouting from both sides hours after the shootings. Sandy Hook is the perfect example to use for why our views on security and gun control need to change in one way or the other, but the timing just doesn’t sit well with me. Where is talk like this at every other point of the year? It certainly isn’t something we should just talk about in the wake or anniversary of a tragedy. That said, Ted Nugent is an ass and nowhere near my first choice as mouthpiece for a call. I’d rather have an inanimate carbon rod.  (Lead image via gettyimages)",2013-12-14 12:00:00,"Yep, Ted Nugent Is Still A&nbsp;D*ck",,68816,http://www.uproxx.com/#spider
1,http://www.nytimes.com/2013/12/08/nyregion/as-a-school-shootings-first-anniversary-nears-newtown-asks-for-privacy.html?partner=rss&emc=rss,"Advertisement Supported by By Joseph Berger NEWTOWN, Conn. — The people here are adamant: They do not want a return to their streets of the antenna-topped vans from an international array of news media, and reporters holding microphones to their faces. So intent is the town on suppressing attention that officials are urging businesses, churches and institutions to not let TV vans use their parking lots. The police will also be on the lookout for any such vans parked along the winding roads outside of town. The town will not mark the anniversary of the shooting at the Sandy Hook Elementary School, which occurred on Dec. 14, 2012, with a public remembrance. Schools or houses of worship may mark the day with speeches or prayers for the 20 first graders and six adults who were killed, but there will be no globally broadcast roll call of names, no playing of bagpipes, no honor guards. “All of these children, they need a chance to be happy,” said Maria Ruggiero, an employee at the Village Perk Cafe, speaking of the town’s children. “This constant reminder of sadness, it needs to stop. That’s why we want the media to stay away.” Normally, the first anniversary of such a tragedy would draw hordes of journalists, as happened with the mass killings at Aurora, Colo., and Virginia Tech. And each year since the terrorist attack on Sept. 11, 2001, there has been extensive, live coverage by the news media as the names of the dead are read at a solemn ceremony in downtown Manhattan. But at least two TV networks — NBC and ABC — say they have no plans to dispatch fully equipped crews through Newtown that day. One TV executive said that parents had urged his network to stay away because children were still suffering from anxiety, and the sight of TV vans triggered reminders of the shootings. “NBC News is respecting the town’s wishes and our broadcasts have no plans to be in Newtown for the anniversary,” said Erika Masonhall, a spokeswoman for the network. CBS News plans to be there, though it has already been turned down for some spots to park trucks. “Our goal is to have the smallest footprint possible,” said Tim Gaughan, director of special events for CBS News. “We don’t want to be intrusive, but we’re confident we can report the story and not get in the way.” Beyond the desire for keeping their grief private, the town’s business owners are concerned about their economic well-being. Last December, media vehicles clogged streets, making it difficult to get to shops during the important Christmas season. “Even the places you could get to, you didn’t want to because you’d have a microphone or TV camera in your face,” said Jim Morely, a board member of Newtown Savings Bank. Patricia Llodra, Newtown’s first selectman, equivalent to a mayor, said she had unanimous support for lowering the day’s temperature. In a town of 28,000 people, she said, almost everybody is regularly reminded of the lost children and teachers by the faces and places they see. “The difference with 9/11 is that it happened in a city of millions of people,” said Ms. Llodra, who was at the firehouse when parents were told one by one that their children had been killed. “It is possible to have a life in New York without continual reminders — for us, we live this tragedy every day.” “We need our own time to heal,” she added. “We’re in this journey of recovery, 28,000 of us.” The town could not help but be reminded last month when the Connecticut state’s attorney in Danbury released a 48-page report that chronicled the rampage by the gunman, Adam Lanza, and painted a disturbing portrait of his obsession with guns and mass shootings, and his willful isolation, even from his parents. Then, on Wednesday, recordings of the calls to 911 from inside the school were released. The townspeople say they do not want to be forever defined by tragedy. “We’re not victims,” Ms. Llodra said. “We don’t see ourselves as broken and we want to be able to have a positive future.” The town has demolished one likely media focus, the school, where Mr. Lanza, 20, shot his way through a locked door, opened fire on the principal, staff members and two classrooms of first graders before shooting himself with a handgun. The town made it virtually impossible to take mementos from the building’s remains — it had the structural steel melted — or to photograph it close up. The news media could only fly overhead in helicopters as the school was razed. One singularly affected group, the parents of the 12 children who were in the invaded classrooms but survived, will no longer speak to reporters, though two confided to The Associated Press in September about the nightmares, anxiety and curiosity about perished classmates that their children still experienced. Parents of the slain children as well as unnerved neighbors — “it struck everyone with such intimacy,” said John Woodall, a local psychiatrist — continue to devote themselves to philanthropic projects and advocacy that reflect themes that were dear to their children or were a motif in the tragedy. Thirteen sets of parents have started memorial foundations to raise money for art instruction, mental health research, physical fitness, horseback riding lessons, even lessons in compassion, according to Sharon Cohen, a local writer who has compiled a book about the projects. With Joey’s Fund, Michele Gay raised $200,000 for families with autistic children like her 7-year-old, Josephine, a girl who loved Barbie dolls, swinging with her sisters, and the color purple. And Ms. Gay worked with another parent, Alissa Parker, whose daughter Emilie was also killed, to help improve school security. “It doesn’t take away the pain of missing her, the heartache of how we lost her,” Ms. Gay said of her efforts. “But at the very least it allows us to help others.” Mark Barden started “What Would Daniel Do?” to promote what he calls acts of kindness. Daniel, his son, was a child who would pick a worm up from the driveway and return it to the grass, Mr. Barden said, or help a classmate with a stuck jacket zipper. “We’re not going to have his presence in our life so we’re going to do what we can do to do the things he would have done,” he said. Townspeople who did not lose a family member have also channeled their emotions into action. Po Murray, who lived 50 yards from the killer’s house, has met Congressional representatives to push for laws to deter gun violence. Last March, Monte Frank, a lawyer, and two dozen cyclists rode 375 miles to Washington for the same cause. The families of victims support the decision to observe the anniversary out of the limelight, even if, paradoxically, they are grateful to the media for the blizzard of condolences. Ms. Gay, who moved to Massachusetts this year, said that every encounter with journalists had been respectful. Still, she said, Dec. 14 should not be a day to be swamped. “It’s difficult enough to have to go through this and no one should, but it’s very important to all the families that they own their own grieving process,” she said. Advertisement",2013-12-07 20:55:39,"As a School Shooting’s First Anniversary Nears, Newtown Asks for Privacy",,1,http://nytimes.com
2,http://www.thedailybeast.com/articles/2013/12/13/what-if-the-founding-fathers-saw-newtown.html,"SEARCH In a home built 45 years before the 2nd Amendment, six scared kids hid after their teacher and 20 classmates were shot dead. Our nation’s fathers would be weeping with the angels. Special Correspondent Forget the Sandy Hook killer, but remember the Sandy Hook heroes such as 6-year-old Jesse Lewis, who had just seen his teacher shot when the gunman’s rifle jammed. Rather than use this moment to save himself, Jesse called to some fellow first graders who were standing off to the side, holding hands. “Run!” he told them. In the next moment, Jesse was killed, but the other youngsters escaped. Six of them, four boys and two girls, ended up outside a small yellow frame house nearby that is home to a psychologist named Gene Rosen. “We can’t go back to school,” one of the boys reportedly told Rosen. “Our teacher is dead.” Rosen brought them inside and took out some stuffed animals he keeps for his grandchildren and began calling parents. One little girl sat clutching a toy dog, silently staring out a window until her mother came. The last of the six survivors had been picked up when a woman appeared at the front door with a face that Rosen would later describe as frozen in terror. She had heard that some kids had come to the house and she hoped that maybe by some miracle her child was among them. The miracle was not to be. The child she named would be listed among the 20 kids who had been murdered along with six adults. In the mid-afternoon, I found the house empty and still, the stuffed animals where the children had left them as they headed home, having escaped the killer thanks to the monumental courage of a tiny hero. I took note of a wood plaque that attested to the year the house had been built. “1746” That was 30 years before the Declaration of Independence, 45 years before the ratification of the Second Amendment. I wondered what the founding fathers—whom the gun rights people love to invoke—would have said if they had happened to pass by here back then and been suddenly bestowed with the gift of prophesy. They no doubt would have been horrified enough if they could have foreseen the 1999 murder of 12 students and a teacher by a pair of teen killers at Columbine High School in Colorado. I was there in the immediate aftermath of that shooting as well. I remember standing in the parking lot, staring at a maroon Acura Legend that 17 year-old Rachel Scott had driven to school before becoming the first to be murdered, shot numerous times as she ate lunch. Her friends were now covering the car with flowers and ribbons, placing four candles on the trunk along with a Bible that the gusting wind blew open, rustling the pages as if an unseen hand were searching vainly for an answer. A classmate in jeans and a brown flannel shirt used a fingertip to inscribe a message into the road grime just above the rear bumper. “We love you.” The biggest testament was the diversity of the mourners. A girl with Day-Glo red hair embraced a born-again Christian. An athletic-looking 16-year-old named Joe Dreaden explained that Rachel Scott had possessed a unique ability to reach across social cliques. “Rachel was who she was,” he said simply. In the late afternoon, that great mix of friends formed a circle around the car, holding hands as they prayed. They then prepared to release three dozen balloons, grey and blue, the colors of their school. A balloon popped and the sound was enough like a gunshot to make everybody jump. “That was not fun,” one of the friends said. The remaining 35 balloons sailed up into the fading daylight, vanishing as they were blown northward by a weather front that brought rain and then snow that the friend Dreaden later brushed away from the car, which Scott had been paying for by working in a sandwich shop. He uncovered a handwritten message another student had left. “God danced the day these children were born. The Angels cried the day He carried them home.” Among the survivors who had run in terror from the lunchroom when the shooting erupted was Regina Rohde, then 14. She was 22 when I encountered her in 2007 at Virginia Tech in the aftermath of the mass shooting there. She had been preparing to head for class when she got word of the killings, and this time she was spared the sound of gunfire. She stood holding her small, brown dog, declining to say anything to the press about either shooting. She did allow that she had not looked at the images of himself this latest killer had express mailed to NBC as he embarked on a spree that left 32 dead. “I haven’t seen them,” she said. I went from her to a gun store by Virginia Tech’s main gate where the killer was said to have ordered one of his pistols. I then proceeded to a nearby outdoor shooting range maintained by the U.S. National Park Service. The killer had practiced his marksmanship there, firing with the same methodical deliberation that would be recalled by the survivors. He is also believed to have filmed in the parking lot some of the images of himself he later sent to NBC. Among the shooters at the range two days after the massacre were two Virginia Tech students. They were blazing away with a Glock-9, the same kind of gun the killer had used to such devastating effect. “They should only give these to responsible people,” said one of the students, David Whitlow. In a kind of manifesto, the Virginia Tech killer had written about the two Columbine killers. All three killers were studied by the twisted 20-year-old who would do the unimaginable at Sandy Hook, taking us from wondering when will the killing ever end to how could it have possibly have gotten to this? The Sandy Hook killer was also a fan of Glocks. He sometimes posted on the popular online gun forum Glock Talk, which apparently sees no irony in a requirement for all new participants. “You must register,” the site says. Only when you are duly registered and have been cleared by the site administrator are you able to view postings such as the one in which the Sandy Hook killer once spoke of his Glock “fetish.” But the Sandy Hook killer’s main weapon proved to be a Bushmaster .223 rifle. He fired 154 rounds with it in less than 11 minutes, killing a total of 26 people. He almost certainly would have killed more kids were it not for the bravery of Jesse Lewis. Eleven months after the shooting, the Connecticut State Police released its report. I noted that among many other things a search of the killer’s room produced were “materials regarding the topic of pedophilia and advocating for rights for pedophiles.” I have always felt there was a sexual component to what the Sandy Hook killer himself termed a “fetish” over guns. I suddenly wondered if this explained why the killer had gone after kids, especially since the state police report maintained that he did not seem to have been bullied when he was a student at Sandy Hook. After I wrote a piece suggesting that the Sandy Hook killer may have been acting out of some kind of homicidal pedophilia I got a call from a woman who said she represented the families of the murdered children. She informed me that the families had been greatly distressed and offended by the article, which she described as the single worst piece they had read. The only response I could think to off was to apologize and assure her that other than the families themselves nobody could feel worse about it than I did. She then demanded to know why I had written such a thing. I could only say that I had gone from killing to killing to killing for year after year after year and it was simply an attempt to address a question the state police had taken pains to avoid: why? Another question is how? The answer to that is easy; it was with a weapon capable of firing that many bullets in that short a time. The Sandy Hook Elementary School has been torn down, but the yellow house still stands with its plaque attesting to having been built before the founding fathers even promulgated the Second Amendment. That they drafted it as they did seems to me proof they did not imagine anything like the Sandy Hook Massacre could occur. They surely would have been much more precise in their language about the importance of a militia if they had known that as it was written the amendment would help to put guns in the hands of killers at Columbine and Virginia Tech and so many other places. Such a massacre could not have happened back then, and not just because Sandy Hook had only a one-room schoolhouse. The arms that the founding fathers said we had a right to bear were single shot muskets. Everybody save for perhaps one unlucky soul would have had a chance to escape while the would-be mass murderer was forced to reload. What seems certain as you now stand by that yellow house built in the time of the founding fathers is that they would be horrified to know that something they drafted in the name of freedom had contributed to 20 school children being murdered along with six adults. Would the founding fathers not join the angels in crying if they saw those half dozen terrified survivors sitting by that plaque reading 1746, saying they could not go back to school because somebody had shot their teacher?",2013-12-13 10:45:00,What if the Founding Fathers Saw Newtown?,,1707,http://www.thedailybeast.com/
3,http://www.politico.com/story/2013/11/colorado-senator-evie-hudak-resigns-gun-control-100447.html,"By ASSOCIATED PRESS 11/27/2013 02:12 PM EST DENVER — A third Democratic Colorado state senator facing possible recall after voting for gun-control measures says she will resign. Sen. Evie Hudak of Denver's western suburbs announced her resignation less than a week before opponents planned to turn in petitions seeking her recall. The resignation means Democrats will be able to appoint an interim successor and keep a one-seat majority in the Senate next session. Two other Democratic senators were ousted from office in September. The recall efforts came after Colorado's Democratic Legislature and governor last year approved a slate of gun-control measures including ammunition magazine limits and expanded background checks. The limits were the first adopted outside the East Coast after the mass shooting at Sandy Hook Elementary School in Connecticut that left 20 first-graders and six educators dead. Missing out on the latest scoops? Sign up for POLITICO Playbook and get the latest news, every morning — in your inbox. © 2021 POLITICO LLC",2013-11-27 19:12:08,Democratic Colorado senator Evie Hudak resigns to avoid recall over gun-control legislation  - Associated Press,,18268,https://www.politico.com/
4,http://www.globalpost.com/dispatch/news/regions/americas/mexico/131118/family-8-murdered-ciudad-juarez,"Skip to content Our sincere apologies! Try one of these pages on our site to help you find your way back to digital civilization.  Thanks for your patience! The World is a public radio program that crosses borders and time zones to bring home the stories that matter. Produced by Major funding provided by ©2021 The World from PRX. PRX is a 501(c)(3) organization recognized by the IRS: #263347402. We use cookies to understand how you use our site and to improve your experience. To learn more, review our Cookie Policy. By continuing to use our site, you accept our use of cookies and Privacy Policy. The story you just read is freely available and accessible to everyone because readers like you support The World financially. Thank you all for helping us reach our goal of 1,000 donors. We couldn’t have done it without your support. Your donation directly supported the critical reporting you rely on, the consistent reporting you believe in, and the deep reporting you want to ensure survives.",2013-11-18 13:33:00,Family of 8 murdered in northern Mexico,,21990,http://www.globalpost.com
5,http://www.salon.com/2013/12/08/newtown_the_truth_about_sandy_hook/,"To the fog of war, add the fog of breaking news, that period in the aftermath of a disaster when mistake, rumor and other forms of misinformation cloud our understanding of what's happened. Accounts of John F. Kennedy's assassination on the 50th anniversary of that event have reminded us that this form of confusion predated the Internet and cable news. But today the news cycle has sped up, ravenously seeking new fodder in a matter of days rather than weeks. By the time more responsible investigators have nailed down the facts, the public is often no longer paying attention. For this reason, there's more call than ever for books like Matthew Lysiak's ""Newtown: An American Tragedy."" Lysiak, a reporter for the New York Daily News, covered the story of the mass shooting that took place at Sandy Hook Elementary School in Newtown, Conn., a year ago on Saturday. At the time, the press misidentified the murderer, 20-year-old Adam Lanza, as his older brother, Ryan. (Adam was carrying Ryan's ID when he shot himself at the end of his rampage.) There were reports that Lanza's mother, Nancy, worked at the school and was killed during the shooting. (Her son shot her three times in the head that morning as she lay in bed, then left the house for Sandy Hook.) And there was talk of a second shooter -- actually a parent, apprehended then cleared by law enforcement officials when they arrived at the scene. Depending on when you checked out of the coverage, you might be harboring all sorts of erroneous ideas about the tragedy. ""Newtown"" is a just-the-facts narrative, and Lysiak is no prose stylist; he has an unfortunate propensity for clichés and dangling participles. But this book shows a deeper grasp of how to assemble those facts into a meaningful picture of events, and it is tremendously moving in the simplicity of its presentation. Lysiak balances perfectly the ordinarily wondrous lives of the 20 children and six women who were murdered against their killer's depravity. Lysiak is a master of texture, at selecting precise, individualizing details: the first-grader who asked her mother for extra tissue paper to wrap the gingerbread house she planned to make at school that day, the way Sandy Hook principal Dawn Hochsprung sometimes snuck her paperwork with her into the stands when attending school athletic events, the ""plush blue shark"" slipped into one small coffin. Lysiak's account of the shooting itself, which lasted about five minutes, and the events leading up to and following it are tersely horrific. The slaughter of so many innocents makes Sandy Hook one of the darkest nightmares in the ever-growing list of America's lone-gunman sprees, but it does have a heartening counterpoint in the selfless courage of the women who died that December morning trying to protect their charges. Hochsprung gave her life to warn her colleagues of the danger, first-grade teacher Victoria Soto stepped between Lanza and her students, and when teacher's aide Anne Marie Murphy could not hide 6-year-old Dylan Hockley from the murderer, she wrapped her body around his in an attempt to shield him. Within a day or two of this atrocity, everyone was arguing about its cause and significance, and these debates become part of Lysiak's narrative as well, though not to the point of overwhelming the story of Newtown and its citizens. The loudest rhetorical clashes occurred between gun control advocates and Second Amendment absolutists like the firearms-industry-funded NRA, but other debates raged as well: over the import of Lanza's diagnosis of Asperger's syndrome and whether reporting this was prejudicial to people with autism, as well as Lanza's obsession with video games. Interest groups fearing stigma or regulatory crackdowns sought to deflect fault elsewhere: The gun nuts blamed the video games and a lack of adequate mental health care, the gamers blamed Lanza's parents, and advocates for people with autism blamed the gun industry. If there was a paucity of information, there was certainly no shortage of opinion and argument. For the most part, Lysiak avoids interpretation of his own. Through a judicious use of expert quotes he conveys that people with autism are not mentally ill and are no more prone to violence than the neurotypical. No causal relationship between video games and violent behavior has been shown. Finally, all of the guns Lanza owned were acquired legally, by his mother, although it seems obvious that whatever reason one might have to own a weapon capable of firing scores of rounds and mowing down 26 human beings in five minutes is probably a really, really bad reason. Nancy Lanza was the one person in a position to see how far off the rails Adam had gone. She was a tireless advocate and caregiver for her son, who had multiple neurological conditions that made it difficult for him to lead a normal life, and who had become totally isolated. He had no friends and seldom left his room (although a report released last month suggested that he might have visited a local theater to play Dance Dance Revolution). He could not bear to be touched, eventually communicating with her primarily by email, and was distressed at the slightest variation in his environment and routine. In the past, a major tailspin had been triggered when he started high school and was expected to change classrooms several times per day. His mother eventually pulled him out of school and educated him at home until he got his GED, and the Lanzas, it should be noted, were well-off enough to get him proper care. For Nancy -- described by a friend as a ""live free or die"" New Hampshire native who ""came from a culture of guns"" -- target practice was a wholesome family activity and one of the few ways she felt able to bond with her son. Yet Lysiak also establishes that in 2012 Nancy Lanza was both very concerned about Adam's mental state and had more or less given up on drawing him out of his shell, although she did hope that a planned move out of state might change that. Furthermore, Nancy was worried enough to venture into the forbidden sanctum of her son's room, where she discovered many disturbing drawings, ""gruesome depictions of death, images of mutilated corpses,"" including a ""grassy field lined with the corpses of young children."" Was she also aware of the ""massive spreadsheet, seven feet long and four feet wide,"" ranking ""the top five hundred mass murderers in world history""? That would seem like a hard thing either to miss or to shrug off. According to a friend in whom Nancy Lanza confided after finding the pictures, she hesitated to confront her son because ""she feared he might further shut her out"" and ""he would be lost forever."" Adam Lanza was also, by that point, heavily armed, and if his mother worried that any disturbance might provoke a violent reaction, she was probably right. Yet a resistance to seeking help -- or, perhaps, a contentious temperament that caused her to find fault with much of the help offered -- had left this self-reliant Yankee with the perception that she had few options. The contrast here with the abundantly interconnected community of Sandy Hook is obvious, although Lysiak never underlines that point. Other people, for all their meddling and aggravation, can be, among other things, an excellent source of reality checks. One of the pieces of evidence found in the Lanza house after the shooting was a bank draft that Nancy Lanza had written for Adam's forthcoming Christmas present -- yet another gun. Laura Miller is the author of ""The Magician's Book: A Skeptic's Adventures in Narnia."" Copyright © 2021 Salon.com, LLC. Reproduction of material from any Salon pages without written permission is strictly prohibited. SALON ® is registered in the U.S. Patent and Trademark Office as a trademark of Salon.com, LLC. Associated Press articles: Copyright © 2016 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",2013-12-08 18:20:21,“Newtown”: The truth about Sandy Hook,,1757,http://www.salon.com/
6,http://feeds.boston.com/c/35022/f/646960/s/33f691ac/sc/7/l/0L0Sboston0N0Cnews0Cnation0Cwashington0C20A130C110C210Cpark0Epolice0Echief0Eannounces0Eretirement0C1NibbB2m3KUh95HXBCKZJN0Cstory0Bhtml/story01.htm,Feed Address: HTTP Error (Code) and Message: (404) Feed not found error: FeedBurner cannot locate this feed URI.,2013-11-21 23:07:27,US Park Police chief announces retirement,,15,https://www.bostonglobe.com/
7,http://hosted.ap.org/dynamic/stories/U/US_YE_YEAR_OF_THE_BREAKDOWN?SITE=CAANR&SECTION=HOME&TEMPLATE=DEFAULT,,2013-12-12 22:09:28,"2013 headlines spotlight disorder, fuel distrust",,25,http://www.ocregister.com/
8,http://hosted.ap.org/dynamic/stories/U/US_SCHOOL_SHOOTING_GUN_LOBBY?SITE=CAANR&SECTION=HOME&TEMPLATE=DEFAULT,,2013-11-22 18:16:41,APNewsBreak: Gun group considered leaving Newtown,,25,http://www.ocregister.com/
9,"http://feeds.courant.com/~r/Courant/Travel/~3/puHcZy8Q-vA/hc-sandy-hook-report-released1126-20131125,0,2321226.story",,2013-11-26 03:28:00,"In Newtown Shooting, No Answers To 'Why?'",,59,http://www.courant.com/
