,url,text,sentiment,publish_date,title,themes,media_id,media_url,Leaning
0,http://www.buzzfeed.com/andrewkaczynski/mike-huckabees-1998-book-is-full-of-fake-quotes-from-america?utm_term=4ldqpia,utilizamos cookies próprios e de terceiros que reconhecem e identificam como um usuário único para garantir melhor experiência de navegação personalizar conteúdo e anúncios e melhorar desempenho nosso site e serviços esses cookies nos permitem coletar alguns dados pessoais sobre você como sua id exclusiva atribuída ao seu dispositivo endereço de ip tipo de dispositivo e navegador conteúdos visualizados ou outras ações realizadas usando nossos serviços país e idioma selecionados entre outros para saber mais sobre nossa política de cookies acesse link caso não concorde com uso cookies dessa forma você deverá ajustar configurações de seu navegador ou deixar de acessar nosso site e serviços ao continuar com navegação em nosso site você aceita uso de cookies course human events becomes necessary make sure sources book internet quotations page andrew kaczynski mark arce posted october 7 2015 10:35 a.m et republican presidential candidate former arkansas gov mike huckabee 1998 book kids kill full spurious quotations leading american political figures mostly country founding fathers number quotations washington jefferson routinely debunked libraries past presidents still regularly find way books conservative figures quotes debunked prominent historians seem used first time book book co-written evangelical author george grant response mass shooting arkansas book links shooting decline america moral culture quotes figures george washington thomas jefferson patrick henry often used reinforce huckabee moral viewpoint huckabee first republican presidential attribute fake quotes america founders ben carson rand paul former candidate scott walker done book co-authored 'm sure one wrote appreciate reading book huckabee spokesman said however according thomas jefferson foundation quotation found writings thomas jefferson another quote attributed jefferson read woodsman tell broken sundered nest one hardly expect find precious whole eggs family neither thomas jefferson foundation papers thomas jefferson princeton university could verify quote searched presidential files using woodsman nest family keywords found quote papers thomas jefferson wrote buzzfeed news statement huckabee cites king signet book book source quote search source turns links huckabee book another book revolution jesus call change world quote frequently misattributed washington particularly regards farewell address 1796 writes national library study george washington mount vernon huckabee also attributed multiple quotes founding father patrick henry unverifiable sourced huckabee book book cited huckabee manners gentleman outgrowth due respect life integrity others likewise breach courtesy emblematic much barbarism utter complete self-absorption rude man callous egotist reads one quote attributed henry source available huckabee book quote cited book another quote attributed henry good ill estate family assuredly predetermine estate rest culture could sourced back huckabee one prominent historian baylor professor thomas s. kidd authored patrick henry first among patriots told buzzfeed news seen quotes new ones like find hits except huckabee book kidd told buzzfeed news another quote attributed henry huckabee book also found different book huckabee co-author book attributed pope leo xiii huckabee book reads patrick henry argued 'the contention civil government option intrude exercise control family household great pernicious error philosophy classroom one generation philosophy government next reads quote attributed lincoln quote untraceable lincoln often listed unconfirmed quote looks like quote began appearing various evangelical books attributing lincoln point 1990s beyond know origins lincoln scholar dickinson college professor matthew pinsker certainly lincoln precise evidence comes lincoln writings recollected account know even claims line another quote attributed lincoln book indeed almost chosen people seems slight misread address lincoln gave new jersey legislature february 1861 quoted new york times saying shall happy lead shall humble instrument hands almighty almost chosen people chosen instrument also hands almighty perpetuating object great struggle huckabee co-author also attributed quote samuel adams without civility society upon searching could found book 1999 column south carolina newspaper written wedding consultant finally quote attributed founding father gouverneur morris fake quote misattribution fake quote constitution instrument government restrain people instrument people restrain government—lest come dominate lives interests read quote attributed morris quote fake noted prominent historians usually attributed patrick henry andrew kaczynski political reporter buzzfeed news based new york contact andrew kaczynski andrew.kaczynski buzzfeed.com got confidential tip submit mark arce politics research intern buzzfeed news based new york contact mark arce mark.arce buzzfeed.com buzzfeed news investigation partnership international consortium investigative journalists based thousands documents government want see,"{'neg': 0.057, 'neu': 0.865, 'pos': 0.078, 'compound': 0.9159}",2015-10-08 02:08:09,Mike Huckabee's 1998 Book Is Full Of Fake Quotes From America's Founders,,6218,http://www.buzzfeed.com,Center Left
1,http://www.arkansasonline.com/news/2015/oct/08/deficit-in-15-seen-smallest-since-07-co/,requested page could found copyright 2021 arkansas democrat-gazette inc. rights reserved document may reprinted without express written permission arkansas democrat-gazette inc. material associated press copyright 2021 associated press may published broadcast rewritten redistributed associated press text photo graphic audio and/or video material shall published broadcast rewritten broadcast publication redistributed directly indirectly medium neither ap materials portion thereof may stored computer except personal noncommercial use ap held liable delays inaccuracies errors omissions therefrom transmission delivery part thereof damages arising foregoing rights reserved,"{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.6486}",2015-10-08 04:34:10,"The nation in brief
",,56,http://www2.arkansasonline.com/
2,http://theweek.com/speedreads/582008/stephen-colbert-finds-politician-more-verbally-maladroit-than-jeb-bush,colbert nation late show jeb bush earned pointed criticism stuff happens response last week mass shooting oregon stephen colbert said wednesday late show largely deserved give context colbert played rest quote bush said crises like oregon shooting impulse always something necessarily right thing leadership necessarily anything colbert said illustrating point imagined dialogue 'follow everyone 'where going 'right bush much better 8 percent gop polls colbert said says stuff like 142 school shootings since sandy hook sounds like got put delicately stuff brains bush republican vying position power hard time expressing added turning house majority leader kevin mccarthy r-calif. probable next house speaker mccarthy got plenty support congress got house part colbert said apparently still working 'speaker playing one garbled speech excerpt gravely lauded mccarthy strong english-like words showcasing future house speaker verbal inabilities colbert showed tongue-tied politicians done music waving flag help lend gravity colbert incoherent speech maybe mccarthy take note well hire speaking coach peter weber copyright dennis publishing limited 2021 rights reserved.the week™ registered trade mark,"{'neg': 0.046, 'neu': 0.808, 'pos': 0.146, 'compound': 0.9493}",2015-10-08 04:38:57,Stephen Colbert finds a politician more verbally maladroit than Jeb Bush,,21542,http://theweek.com,Center Left
3,http://www.upi.com/Top_News/US/2015/10/08/Murdoch-implies-Obama-not-a-real-black-president/3481444301747/,new york oct. 8 upi -- news corporation founder rupert murdoch apologized thursday potentially offending president obama implying real black president murdoch 84 tweeted apologies offence meant personally find men charming advertisement tweet followup two tweets wednesday murdoch expressed support republican presidential candidate ben carson implied president obama real black president first tweet read ben candy carson terrific real black president properly address racial divide much else wrote later tweet murdoch referenced new york magazine article president obama disappointed minorities wish done confront racial problems murdoch previously publicized support carson retired neurosurgeon oct. 2 post murdoch said pundits keep underestimating carson public finds humility admirable ben candy carson terrific real black president properly address racial divide much else carson meanwhile stirred controversy august said muslim run office religion inconsistent u.s constitution also come fire week comments made mass shooting oregon community college murdoch company owns fox news channel new york post wall street journal united states also owns sky news sun times newspaper britain,"{'neg': 0.081, 'neu': 0.777, 'pos': 0.142, 'compound': 0.9081}",2015-10-08 07:52:53,Murdoch implies Obama not a 'real black president',,1706,http://www.upi.com/,center
4,http://blog.cleveland.com/letters/2015/10/second_amendment_letter_to_the_1.html,light latest irrational mass shooting roseburg oregon continual epidemic gun violence cleveland every major city urge plain dealer reissue call made 2012 newtown conn. massacre far-ranging fearless confrontation problem including possible repeal revision second amendment uniqueness gun mayhem country directly related unique presence amendment constitution amendment dangerous anachronism put constitution southern states protect freedom protect slavery representatives constitutional convention feared federal monopoly firearms envisioned constitution would enable central government shut slave patrol militias needed maintain slavery amendment cynically states well-regulated militia necessary security free state right people keep bear arms shall abridged repealing revising second amendment limiting private gun ownership hunting legitimate self-defense would also go far solving another serious problem -- unwarranted excessive use gun violence police generally justified pervasive presence guns communities civilized countries gun ownership strictly regulated police far less even firepower daily patrols rick nagin cleveland note readers purchase something one affiliate links may earn commission registration use site constitutes acceptance user agreement privacy policy cookie statement california privacy rights user agreement updated 1/1/21 privacy policy cookie statement updated 5/1/2021 cookie settings 2021 advance local media llc rights reserved us material site may reproduced distributed transmitted cached otherwise used except prior written permission advance local community rules apply content upload otherwise submit site ad choices,"{'neg': 0.189, 'neu': 0.687, 'pos': 0.123, 'compound': -0.946}",2015-10-08 10:57:08,"In wake of mass shootings, repeal or revise Second Amendment: Letter to the Editor",,1641,http://www.cleveland.com/,center
5,http://www.tmz.com/2015/10/08/french-terror-train-hero-spencer-stone-stabbed/,spencer stone one 3 american heroes thwarted terrorist attack france stabbed multiple times ... hospitalized attack reportedly happened early thursday morning sacramento stone protecting friend stone stabbed 4 times chest standing street corner 23-year-old u.s. airman 1st class reportedly stable condition stone alek skarlatos anthony sadler deservedly hailed heroes back august disarmed would-be terrorist paris-bound train skarlatos escaped tragedy last week twist fate enrolled attend classes umpqua community college oregon would mass shooting happened ... decided dancing stars last minute,"{'neg': 0.254, 'neu': 0.614, 'pos': 0.131, 'compound': -0.9325}",2015-10-08 11:15:00,French Terror Train Hero Spencer Stone Stabbed ,,56051,http://tmz.com/,center-right
6,http://www.upi.com/Top_News/US/2015/10/08/Responsible-gun-owner-destroys-his-handgun-to-make-a-point/6401444315252/,"avery calif. oct. 8 upi -- writer former journalist steve elliott posted picture dismantled handgun take stand unconscionable arguments reducing gun violence elliott posted picture facebook monday accompanying post shared 4,000 times thursday afternoon describes responsible gun owner saved funds first gun browning 12-gauge shotgun paper route young boy since guns part life part personal experiences mass shootings made increasingly harder harder justify advertisement post elliott identifies relatives friends victims gun violence grandmother committed suicide husband one sister co-workers killed mass shooting elliott explains owning gun makes feel though bears portion responsibility nation gun violence related senate democrats preparing sweeping gun-control legislation gun used argue common-sense laws policies could reduce gun violence america elliott says arguments find unconscionable uneasiness realization elliott adds convinced disassemble 9 mm ruger handgun clamp pieces vice cut half angle grinder really ever put together one paragraph elliott told upi phone interview never knew much gun violence never really thought related jindal calls oregon shooter father 'complete failure also submitting paperwork gun destruction local authorities elliott said stop gun violence united states responsible gun owner people say nothing done facebook users commenting elliott post lauded act sanders lamont said great example us ... share hopes someone need hear say mike cabanatuan said powerful thing could done gun thanks steve mostly comments quite positive elliott said people think 'm idiot ... one guy thought cursed responsible gun owner bought first gun 12 browning 12-gauge shotgun saved ... elliott ends post hashtag onelessgun elliott said wants hashtag trend internet spark dialogue reducing gun violence think conversation responsible gun owners want part elliott said","{'neg': 0.291, 'neu': 0.572, 'pos': 0.137, 'compound': -0.9951}",2015-10-08 14:28:39,'Responsible gun owner' destroys his handgun to make a point,,1706,http://www.upi.com/,center
7,http://feedproxy.google.com/~r/uproxx/springboard/~3/YdbP5Gt8E_Y/,many president obama critics quick jump admittedly politicizing mass shooting oregon umpqua community college gop candidate ben carson chose politicize weird way carson rolled eyes raised brows wrote facebook page never saw body bullet holes devastating taking right arm away. people obviously shocked outraged comment plenty people also raised muskets air celebrate bold occasionally clueless candidate words carson done though addition belief stricter laws stop killers finding guns carson also offered solution recurring mass shootings would stand let shoot would say hey guys everybody attack may shoot get us all. least one survivor umpqua incident upset carson hypothetical bravery telling cnn nobody could truly understand actions would take like situation unless lived it. carson lived see well sort believe latest story qualified 2015 chuck norris gun held popeye organization baltimore retired neurosurgeon told karen hunter sirius xm radio referring fried chicken fast-food chain guy comes put gun ribs said believe want guy behind counter via cnn perhaps need consult brain surgeon seems like complete opposite bravery dr. carson tough guy routine anchors tom storey briana lane weigh today episode desk,"{'neg': 0.178, 'neu': 0.693, 'pos': 0.13, 'compound': -0.866}",2015-10-08 17:30:08,"Ben Carson Believes Americans Should Be Tough, Like Him, When Held At Gunpoint",,68816,http://www.uproxx.com/#spider,Center Left
8,http://www.marketwatch.com/news/story.asp?guid=%7B79688128-6DF7-11E5-984C-56D0D8C52928%7D&siteid=rss&rss=1,last gun shop san francisco closing recent shooting college oregon emboldens proponents stricter gun control high bridge arms gun retailer within city limit last 15 years oct. 31 multiple reasons ordinance one factor said russel susbilla assistant manager high bridge susbilla referring san francisco supervisor mark farrell proposal require firearms sales videotaped submission records police ammunition sales including online sales proposal slated committee hearing next couple weeks could signed law end year secures enough support high bridge says made effort accommodate city demands including installing specific model surveillance camera city came back asked additional cameras high bridge owner decided call quits according susbilla idea proposal forward-looking said jess montejano legislative aide mark farrell congress going act tighter gun control everything possible protect public safety residents. montejano also scoffed idea policy even effect yet could cause closure store harassment said delbert wong customer store characterizing move additional surveillance gun sales liberal attitude wong claimed gun control would stopped mass shooting oregon resulted 10 deaths including shooter incident prompted sens chuck schumer -- d-n.y. debbie stabenow -- d-mich. propose additional regulations expand background checks prevent illegal gun purchases according reports far year 298 mass shootings u.s. according mass shooting tracker defines mass shooting one four people shot event related series events likely without cooling-off period. high bridge plans relocate people drive city buy exactly thing said john salesperson store declined give last name tilray embarking push educate german doctors benefits prescribing medical cannabis weed giant seeks cement dominance highly-profitable european medical market sue chang markets reporter based san francisco previously worked dow jones newswires asia served agency bureau chief seoul south korea follow sue twitter suechangmw,"{'neg': 0.086, 'neu': 0.853, 'pos': 0.061, 'compound': -0.8225}",2015-10-08 17:53:43,The Margin: San Francisco will soon have zero gun shops,,1150,https://www.wsj.com/,center-right
9,http://feeds.inquisitr.com/~r/google/yDYq/~3/lnPsUr-Vujg/,according recent blog post bobby jindal mass shootings number causes centering calls cultural decay absent fathers abortion movies video games references god law common decency political correctness young boys never become real men lack truth lives jindal offers baker dozen bullet points believes need repair order put end killing jindal opens warning readers follows sermon proceeds declare real reasons behind mass shootings things politicians refuse discuss abortion apparently begins list though 13 bullet points bit redundant condensed following media movies video games music glorify killing death.lack regard sanctity life abortion.lack father figures.in multiple bullets jindal addresses video games music movies says centered least generation glorifying death murder lack respect human life taking detour swipe programs intended protect schoolkids throws following oh make sure stop bullying school completely fine watching people get murdered raped internet school willing let go basement join fantasy world pretend killing people 2 hours school abortion course key talking point presidential candidates moment controversy continues planned parenthood videos threats politicians shut government funding organization however declaring lack value sanctity life jindal go detail believes abortion mass shootings connected also offers explanation assertion lack care elderly lives though could perhaps linked long-debunked snopes covers claims death panels ethics boards connected affordable care act obamacare lack father figures particular key point republican presidential hopeful conveniently ties gop family values talking point allows attack males real men declares mass shootings carried individuals either father figure lives poor relationship fathers fact recent mass murder make major headlines directly connected point jindal view final four bullet points bobby jindal focuses recent mass shooting oregon declaring shooter father .. lecturing us need gun control turning narrative around jindal points father said spoken son know son owned guns know failed raise son ashamed owes us apology without going far stating directly christopher harper-mercer dad responsible murders jindal firmly implied demanding apology man bobby jindal declaration causes mass shootings getting largely negative feedback tweets followers say real cultural rot rooted bigotry racism gun lobby low availability medical care including mental health care americans living poverty line photos steve pope/getty images sascha schuermann/getty images bobby jindal twitter screenshot,"{'neg': 0.231, 'neu': 0.654, 'pos': 0.115, 'compound': -0.9955}",2015-10-08 19:01:41,"Bobby Jindal: Mass Shootings Caused By Abortion, Absent Fathers, Video Games, Popular Music",,26924,http://www.inquisitr.com,Center Left
