,url,text,sentiment,publish_date,title,themes,media_id,media_url,Leaning
0,http://www.arkansasonline.com/news/2016/jan/02/obama-charting-solo-tack-on-guns-201601-1/,"honolulu -- president barack obama looking ways keep guns hands dangerous without depending congress pass law subject gun control said 'll meet attorney general loretta lynch monday see executive actions might possible steps strengthen background checks could come next week gun lobby loud well-organized defense effortlessly available guns anyone obama said friday weekly radio address rest us going passionate well-organized defense kids said gets many letters parents teachers children epidemic gun violence ca sit around nothing added get letters responsible gun owners grieve us every time tragedies happen share belief second amendment guarantees right bear arms share belief protect right keeping irresponsible dangerous inflicting harm massive scale obama said moving unilaterally congress failed address growing problem gun violence months ago directed team white house look new actions take help reduce gun violence said recorded address currently federally licensed firearms dealers required seek background checks potential firearm purchasers advocacy groups say people sell firearms gun shows federally licensed increasing chance sales customers prohibited law purchasing guns source familiar administration efforts said obama expected take executive action next week would set reasonable threshold sellers seek background check person know whether would based number guns sold revenue generated gun sales source member gun-control advocacy group authorized discuss details announcement spoke condition anonymity white house officials wo confirm timing national rifle association opposes expanded background-check systems organization institute legislative action says studies shown people sent state prison gun crimes typically get guns theft black market family friends going final year office obama said new year resolution move forward unfinished business especially true one piece unfinished business epidemic gun violence obama said radio address said bipartisan bill three years ago requiring background checks almost everyone huge support including among majority nra households senate blocked time 're told common-sense reforms like background checks might stopped last massacre one anything said know ca stop every act violence tried stop even one reaction obama announcement slight doug andres spokesman house speaker paul ryan r-wis. said email white house communicated us briefed consider options information seems apparent none ideas would prevented recent atrocities added focus consistent causes acts -- mental illnesses terrorism -- rather infringing law-abiding americans constitutional rights gop presidential candidates provide immediate reaction obama announcement expected talk coming days former florida gov jeb bush attend gun show home state monday discuss high marks received national rifle association president plans make case additional gun restrictions number forums coming month according aides including jan. 12 state union address legal concerns obama began examining could tighten nation gun rules october mass shooting umpqua community college roseburg ore. administration lawyers spent months reviewing proposals ensure withstand legal scrutiny idea requiring informal gun dealers obtain license bureau alcohol tobacco firearms explosives perform background checks potential buyers first came two years ago shelved legal concerns current federal statute dictates engaged business dealing firearms need obtain federal license -- therefore conduct background checks -- exempts anyone makes occasional sales exchanges purchases firearms enhancement personal collection hobby sells part personal collection firearms gun-control advocates -- including former u.s. rep. gabrielle giffords arizona injured 2011 mass shooting former new york city mayor michael bloomberg -- met personally obama past month push background-check expansion measures everytown gun safety spokesman erika soto lamb whose group founded bloomberg support said current interpretation means engaged business selling firearms hazy definition allows high-volume sellers transfer thousands guns without background checks questions asked proposals administration weighing include requiring federally licensed gun dealers report lost stolen guns national crime information center publishing aggregate background-check denial data guns sold unlicensed sellers clarifying convicted abusers prohibited guns regardless marital status instructing federal law enforcement officers identify arrest criminals attempt buy illegal guns groups mobilize action president said sure set major backlash gun-rights activists republican lawmakers blocked legislative action past thursday nra institute launched first video series attacking gun-control advocates groups moveon.org however begun mobilize firearm owners support expanded background checks measures aimed curbing gun violence david mark williams farmer halfway ore. described guns tool 're hunting living rural lifestyle 're going firearm williams went washington fall moveon.org meet members parties said resigned nra membership president opposed stricter gun laws aftermath 2012 mass shooting sandy hook elementary school newtown conn. 'm also supporter rational reasonable gun-control measures said advocates groups metro industrial association said president could much curb nearly 90 gun-related deaths take place day u.s. going aid gun manufacturers sued negligence providing additional funding development smart gun technology using federal government purchasing power pressure gun manufacturers take responsibility reducing gun violence arkadi gerney senior fellow liberal think tank center american progress said email thursday extremely encouraging president appears poised enhance enforcement existing gun laws given congressional resistance measures along progress state legislatures actions taken governors attorneys general steps white house considering would make somewhat less likely guns end wrong hands gerney said gunfire claiming lives 33,000 american year even incremental steps life-saving impact information article contributed kevin freking associated press juliet eilperin washington post section 01/02/2016 print headline obama charting solo tack guns copyright 2021 arkansas democrat-gazette inc. rights reserved document may reprinted without express written permission arkansas democrat-gazette inc. material associated press copyright 2021 associated press may published broadcast rewritten redistributed associated press text photo graphic audio and/or video material shall published broadcast rewritten broadcast publication redistributed directly indirectly medium neither ap materials portion thereof may stored computer except personal noncommercial use ap held liable delays inaccuracies errors omissions therefrom transmission delivery part thereof damages arising foregoing rights reserved","{'neg': 0.161, 'neu': 0.76, 'pos': 0.079, 'compound': -0.9981}",2016-01-02 03:27:49,"Obama charting solo tack on guns
",,56,http://www2.arkansasonline.com/
1,http://www.eurweb.com/2016/01/obamas-plan-to-curb-guns-moving-forward/,via washington post – president obama press ahead set executive actions guns next week despite growing concerns united states terrorism dampened americans enthusiasm tighter firearms restrictions president meet monday attorney general loretta e. lynch finalize series new gun control measures announce package proposals soon according several individuals spoke condition anonymity plan yet public one main proposals obama poised adopt would require unlicensed gun dealers get licenses conduct background checks potential buyers change aimed occasional dealers including sell online frequently rent tables gun shows storefront obama began examining could tighten nation gun rules october mass shooting umpqua community college roseburg ore. administration lawyers spent months reviewing various proposals make sure withstand legal challenges idea requiring informal gun dealers obtain license bureau alcohol tobacco firearms explosives conducting background checks came two years ago white house officials drafted proposal dealers sell least 50 guns annually get rest story washington post save name email website browser next time comment arethe news want – unfiltered.the electronic urban report/eur puts buzz worthy african american news fingertips complete source urban news electronic urban report copyright 2020 eurweb.com/rabercom enterprises website web publisher pro,"{'neg': 0.099, 'neu': 0.808, 'pos': 0.093, 'compound': -0.5187}",2016-01-02 08:19:12,Obama&#8217;s Plan to Curb Guns Moving Forward,,25336,http://www.eurweb.com,center
2,http://www.upi.com/Science_News/2016/01/03/Obama-set-to-hold-town-hall-meeting-on-gun-control/8051451859702/,washington jan. 3 upi -- back holiday vacation president obama preparing go back work -- without congress motivated rash gun violence country suffered last several years obama intent strengthening america gun laws obama make pitch public support hour-long live town hall meeting held thursday evening meeting hosted anderson cooper broadcast cnn advertisement mass shooting mass shooting offered obama number chances appeal political clout necessary move gun legislation capitol hill little movement obama may keen galvanize popular support among public wo necessarily wait congress related friend accused san bernardino shooter indicted conspiracy president increasingly exercised executive powers carry domestic agenda -- recently climate change bolstering emissions standards promised take similar approach gun control specifically administration plans require licensing small-scale gun sellers currently exempt certain regulations politico recently reported would close so-called gun show loophole require sellers conduct background checks white house would also like strengthen rules reporting lost stolen guns plans criticized republican leaders gop presidential hopefuls related three men stole speedboat florida surrendered cuba 20-hour chase wrong jeb bush said fox news sunday use executive power pattern quite dangerous donald trump promised repeal executive orders gun control veto trump told crowd supporters mississippi saturday unsign fast related sikh broncos fans say stadium security like turbans,"{'neg': 0.179, 'neu': 0.644, 'pos': 0.177, 'compound': -0.5291}",2016-01-03 18:17:45,Obama set to hold town hall meeting on gun control,,1706,http://www.upi.com/,center
3,http://www.npr.org/2016/01/04/461710160/site-of-fatal-san-bernardino-shooting-slated-to-reopen?utm_medium=RSS&utm_campaign=us,npr sites use cookies similar tracking storage technologies information device use access sites together cookies enhance viewing listening user experience personalize content personalize messages npr sponsors provide social media features analyze npr traffic information shared social media sponsorship analytics vendors service providers see details may click choices learn use cookie management tools limit use cookies visit npr sites adjust cookie choices tools time click agree continue acknowledge cookie choices tools respected otherwise agree use cookies npr sites npr terms use privacy policy,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.8591}",2016-01-04 04:27:00,Site Of Mass Shooting In San Bernardino Slated To Reopen,,1096,http://www.npr.org/,Center Left
4,http://www.inquisitr.com/2679952/obama-taking-executive-action-on-gun-control-second-amendment-supporters-rally-against-the-order/,president barack obama finalize plan take executive action gun control proposed order second amendment supporters like national rifle association republican presidential candidates rallying white house related inquisitr report cnn broadcast live town hall meeting president obama discuss executive action gun control event held george mason university scheduled air thursday 8 p.m. et october shootings oregon community college obama requested white house advisors explore gun control initiatives could enacted executive action based recommendations president attempt bypass congress order tighten clarify current regulations commander-in-chief intends meet attorney general loretta lynch today go conclude potential gun control strategy would hopefully curtail gun violence president obama believes executive action necessary congress reluctant act problem past.president obama meet attorney general loretta lynch tomorrow discuss ways reducing u.s. gun violence https //t.co/gfg8fghkdn— newsweek newsweek january 3 2016while vacation hawaii obama announced issue could longer ignored president obama meet attorney general loretta lynch tomorrow discuss ways reducing u.s. gun violence https //t.co/gfg8fghkdn get many letters parents teachers kids sit around nothing said weekly address although finalized gun control measures expected focus sales made small firearms dealers without background check transactions like ones made gun shows private parties fall current background check rules stands gun dealers licensed federal government require buyer criminal history verified yet current law allows people sell guns personal collections without needing perform check previously obama indicated description licensed gun dealer needs encompassing include types transactions new gun control measures expected include expansion definition classification stretched include small dealers may limit number trades made private sales somewhat close gun-show loophole even though transactions eliminated entirely obama executive action make difficult president gun control action likely strengthen reporting requirements lost stolen guns well two years ago bureau alcohol tobacco firearms explosives suggested mandatory reporting lost firearms federal agency however gun industry successfully shot proposal saying voluntary reporting enough several gop presidential candidates disagree president action proclaiming order may violation law second amendment speaking fox news sunday new jersey governor chris christie said president executive order may unlawful president wants act king dictator fact wants make changes laws go congress convince congress 're necessary going another illegal executive action 'm sure rejected courts jeb bush also appearing fox said obama first impulse always take rights away law-abiding citizens wrong rally biloxi mississippi gop front-runner donald trump said action could change second amendment would quickly reversed elected president least one democrat presidential candidate seems support administration executive order prospective nominee hilary clinton plans continue momentum increased gun control measures win presidency take fight 'm hopeful excited president going take action executive action next week two commented recent campaign event new hampshire obama administration gun control action may tighten rules sales gun shows photo christopher capozziello/getty images drive gun control obama administration new president proposed series executive actions several years ago got push-back congress 2012 mass shooting sandy hook elementary school newtown connecticut obama-led bill offered congress tighten gun control laws however bill never passed president convinced due direct influence nra country leading gun-rights advocate nra spokesperson jennifer baker said president get way congress three years ago americans gun control always get way defy people issue executive order said saturday baker continued comments saying planned executive order ruse increase public safety done placate billionaire former new york mayor michael bloomberg president proposed gun control plan likely follow recommendations made bloomberg anti-gun nonprofit organization everytown start 2016 potentially without bang executive order announcement comes ahead president final state union speech set next week well iowa caucuses february meeting today attorney general reveal details obama plans take executive action gun control photo martin h. simon-pool/getty images,"{'neg': 0.155, 'neu': 0.774, 'pos': 0.072, 'compound': -0.9946}",2016-01-04 10:13:01,"Obama Taking Executive Action On Gun Control, Second Amendment Supporters Rally Against The Order",,26924,http://www.inquisitr.com,Center Left
5,http://feedproxy.google.com/~r/time/topstories/~3/bWegGofrmP4/,fresh two-week vacation president obama spending first week back white house talking gun control monday president meeting oval office attorney general loretta lynch fbi director james comey deputy director atf discuss executive actions take combat gun violence america thursday participate gun control town hall discussion hosted cnn president obama began reconsidering taking executive action gun control wake mass shooting oregon community college time obama reportedly considering reboot 2013 proposal would expand definition considered gun dealer therefore required conduct background checks potential buyers administration official said october timing gun executive action air seems taking center stage president kicks first week final year office obama luck getting substantive gun control legislation passed congress despite series mass shootings second term course two terms office obama delivered speeches gun violence wake nearly dozen tragedies usually struck somber tone following oregon college shooting october visibly angered fact discussing issue yet bulk frustration directed congress budged gun control obama time office thoughts prayers enough enough obama said hours shooting umpqua community college capture heartache grief anger feel nothing prevent carnage inflicted someplace else america next week couple months now. contact us letters time.com,"{'neg': 0.24, 'neu': 0.726, 'pos': 0.034, 'compound': -0.9916}",2016-01-04 11:01:20,President Obama Starts Final Year in Office by Tackling Gun Control,,40362,http://www.time.com/time/
6,http://www.theguardian.com/us-news/2016/jan/04/san-bernardino-inland-regional-center-reopens-mass-shooting,"complex shut since 2 december couple burst holiday party opened fire deadliest terror attack us soil since 9/11 last modified wed 5 jun 2019 09.18 bst inland regional center san bernardino reopened first time since last month massacre allowing around 600 employees return work site passing guards checked identity cards workers expected gather small groups talk monday resuming duties serving 30,000 people developmental disabilities san bernardino riverside counties centre shut since 2 december syed rizwan farook wife tashfeen malik burst holiday luncheon conference room opened fire killing 14 people wounding 20 deadliest terror attack us since 9/11 conference room remained shut – authorities yet decided – rest campus comprising two large red stone buildings open crews cleaned broken glass debris attack erected chain-link fence around complex professional counsellors site employees felt need services security guards entrance area continue measure security continue look lavinia johnson centre executive director told reporters outside facility today spending time staff directors managers welcoming remarks food inside agency well counselling still ready still continuing healing process us relieved back work want continue normalcy miss much. world way christian ministry set prayer tent near entrance provided coffee breakfast bars later monday california governor jerry brown expected attend private memorial service victims nearby ontario san bernardino step towards normality came prosecutors prepared case enrique marquez friend farook purchased guns used massacre marquez held without bail expected enter plea arraignment wednesday us district court riverside farook 28 malik 29 died gun battle police miles away soon massacre investigators still piecing together farook us citizen born chicago pakistani parents malik pakistani national came radicalised couple allegedly pledged allegiance extremist group islamic state farook – described relatives colleagues quiet reserved devout muslim – county environmental health inspector worked alongside victims left holiday luncheon part daylong training session returned malik wielding assault rifles wearing masks combat-style clothing site remained frozen weeks investigators combed evidence employees visited time retrieve personal belongings stayed away staff used laptops ipads access patient records web-based operating system letting work remotely serve community children autism mentally disabled adults clients largely poor working-class swath california staff looking forward reuniting centre spokesperson told associated press two shooters dead prosecutors focused farook friend marquez relatives friends expressed shock 24-year-old known goofy humour fixing old cars enjoying beer could implicated extremist plot federal prosecutors painted different picture saying marquez friendship farook grew converted islam started attending mosque 2010 became wannabe terrorist marquez allegedly made false statements 2011 2012 bought two semiautomatic rifles farook feared would pass background check according affidavit two plotted attacks 91 freeway corona riverside city college 2011 2012 neither attack went ahead marquez faces five charges including supplying weapons smokeless powder contained explosive device found scene attack plus marriage fraud 2014 married mariya chernykh russian national whose sister married farook older brother marquez faces 50 years federal prison convicted charges","{'neg': 0.159, 'neu': 0.748, 'pos': 0.093, 'compound': -0.9903}",2016-01-04 13:40:43,San Bernardino office building reopens a month after mass shooting left 14 dead,"politics and government,labor,terrorism",623382,http://www.theguardian.com/us,Center Left
7,http://www.theguardian.com/us-news/2016/jan/04/obama-to-unveil-new-gun-control-measures-after-meeting-with-lynch,president set plan tuesday prevent firearms sold gun shows internet without go necessary checks first published mon 4 jan 2016 20.55 gmt thousands unlicensed gun shows online dealers forced conduct customer background checks first time fresh effort barack obama tackle america epidemic deadly shootings measures aimed circumventing political deadlock congress inevitably set fierce battle courts president due close loophole current system well call greater spending enforcement new technology could prevent unauthorised gun use gun lobby may holding congress hostage hold america hostage obama said tweet accompanied official preview announcement due tuesday accept carnage communities. gun lobby may holding congress hostage ca hold america hostage ca accept carnage communities news welcomed gun safety campaigners although dozen separate calls executive actions appear made white house draft proposal measures would require congressional funding implemented president obama decision clarify enforce law requiring gun sellers conduct background checks important victory public safety setback criminals gun traffickers said former new york mayor michael bloomberg co-founder everytown gun safety main lobby group advocating stricter gun laws earlier group described issue closing background-check loopholes centerpiece hopes obama action guns matter conduct business – store gun shows internet business selling firearms must get license conduct background checks said white house statement also called 200 additional agents bureau alcohol tobacco firearms explosives atf included 2017 federal budget move would require republican-controlled congress drop longstanding suspicion agency separate call 500m extra mental health funding may stand chance receiving bipartisan support number republicans recently flagged issue alternative approach dealing mass shootings white house also plans better join dots different agencies requiring example people registered mentally ill department social security information passed fbi purposes background checks gun sales gaps country gun laws fixed legislation president continues call congress pass kind commonsense gun safety reforms supported majority american people white house said statement speaking meeting senior officials obama promised sweeping new gun control measures would save lives spare families mass shootings clear going solve every violent crime country prevent every mass shooting going keep every gun hand criminal obama said meeting attorney general loretta lynch review recommendations potentially save lives spare families pain extraordinary loss suffered consequence firearms getting hand wrong people added republicans promised fight measures courts process could take much remaining year obama office yet know details plan president minimum subverting legislative branch potentially overturning said house speaker paul ryan statement proposals restrict gun rights debated united states senate rejected president able reverse legislative failure executive fiat even incrementally ... dangerous level executive overreach country stand it. white house spokesman josh earnest confirmed monday president made mind take actions insisted measures – expected unveiled soon tuesday – would withstand legal challenge feel confident telling president announce kinds actions confidence within legal ability united states carry actions told reporters campaigners helped draft wishlist 17 different executive actions also insisted flagship proposal closing background check loopholes within remit president concerns whatsoever legality action area added oransky think squarely within power administration clarify statutory definition vague exactly kind thing white house doj supposed do. officials hope clarifying so-called engaged business language existing background check legislation go long way prevent criminals mentally ill people buying guns sellers exploit current loophole designed hobbyists personal sales although strong belief us get complete arm around issues congress needs act asked team see could strengthen enforcement prevent guns falling wrong hands said obama make sure criminals people mentally unstable could pose danger others less likely able get gun. president said measures may also involve attempts arrest lie failing background check trying buy weapons would support majority law-abiding gun owners received back report attorney lynch others ideas initiatives claim make difference said good news recommendations well within legal authority executive branch also ones overwhelming majority american people – including gun owners – support careful recognising strong tradition gun ownership country even possess firearms hunting self-protection legitimate reasons want make sure get wrong hands added obama,"{'neg': 0.176, 'neu': 0.646, 'pos': 0.178, 'compound': -0.9169}",2016-01-04 15:55:14,Obama moves on gun control action after meeting with attorney general,,1751,https://www.theguardian.com/us
8,http://www.csmonitor.com/USA/2016/0104/Obama-defends-future-executive-action-on-gun-restrictions-as-lawful,want bridge divides reach everyone selection viewed stories week monitor website every saturday hear special editorial projects new product information upcoming events occasional select stories monitor empower uplift every weekday update major political events candidates parties twice week twice week stay informed latest scientific discoveries breakthroughs every tuesday weekly digest monitor views insightful commentary major events every thursday latest book reviews author interviews reading trends every friday weekly update music movies cultural trends education solutions every thursday five recent christian science articles spiritual perspective every monday three years massacre newtown connecticut many mass shootings since president training attention policy goal eluded administration loading ... january 4 2016 president obama defended administration plans tighten nation gun-control restrictions without going congress insisting monday steps 'll announce fall within legal authority uphold constitutional right gun flanked attorney general head fbi obama offered details list recommendations received come next days behind scenes though obama administration preparing effort expand background checks gun sales forcing sellers register federally licensed gun dealers going solve every violent crime country obama said setting expectations going prevent every mass shooting going keep every gun hands criminal potentially save lives spare families pain extraordinary losses three years massacre newtown connecticut many mass shootings since obama training attention policy goal eluded administration tried legislative route 2013 pushing hard package gun control measures including expanded background checks effort collapsed spectacularly congress obama aides described inability move issue forward far one frustrating failures presidency time barely year left office political currency dwindling obama eschewing congress favor presidential action require vote legislative action non-starter republican-controlled congress already issue become hot topic presidential campaign ensuring whatever steps obama takes heavily politicized sides even announced obama steps provoking major confrontation congress republicans gun rights advocates pledging preparing derail 're implemented challenging obama authority create impediments gun ownership mindful inevitable attacks white house carefully crafted steps bolster prospects surviving court obama said acting well within legal authority get monitor stories care delivered inbox 'm also confident recommendations made team ones entirely consistent second amendment people lawful right bear arms obama said paid homage strong tradition gun ownership us added even hunters gun owners want make sure wrong people wrong reasons changes background check would aimed unregistered sellers skirt requirement selling gun shows online informal settings moves considered include improving reporting lost stolen weapons beefing inspections licensed dealers according people familiar plans would identified discussing proposals complete already subscriber login monitor journalism changes lives open too-small box people think live believe news expand sense identity possibility beyond narrow conventional expectations work possible without support already subscriber login link copied dear reader year ago happened upon statement monitor harvard business review – charming heading things interest many things end meaningful writes social scientist joseph grenny come conference workshops articles online videos began chore ended insight work kenya example heavily influenced christian science monitor article forced read 10 years earlier sometimes call things boring simply lie outside box currently in. come punchline joke monitor would probably seen global fair insightful perhaps bit earnest bran muffin journalism know change lives going argue change lives precisely force open too-small box human beings think live monitor peculiar little publication hard world figure run church church members converting people known fair even world becomes polarized time since newspaper founding 1908 mission beyond circulation want bridge divides kicking door thought everywhere saying bigger capable realize prove it. looking bran muffin journalism subscribe monitor 15 get monitor weekly magazine monitor daily email unlimited access csmonitor.com subscribe insightful journalism less noise insight follow us,"{'neg': 0.129, 'neu': 0.744, 'pos': 0.127, 'compound': -0.8767}",2016-01-04 16:23:23,Obama defends future executive action on gun restrictions as lawful,,3,http://csmonitor.com,Center Left
9,http://www.ocregister.com/articles/employees-698458-county-arena.html,"trending san bernardino county employees line enter citizens business bank arena security tight monday jan. 4 memorial victims dec. 2 shooting san bernardino county employees line enter citizens business bank arena security tight monday jan. 4 memorial victims dec. 2 shooting former new york city mayor rudy giuliani speaks san bernardino county employees citizens business bank arena monday jan. 4 memorial victims dec. 2 mass shooting come san bernardino spend money tell terrorists 'screw said loud applause ca beat us 're stronger giuliani got standing ovation speech san bernardino county employees took time work monday jan. 4 fill arena honor colleagues killed injured dec. 2 mass shooting 2 p.m. ceremony citizens business bank arena ontario featured religious speech pastor rick warren saddleback church orange county pondering grapple tragegy also saw former new york city mayor rudy giuliani led city 9/11 aftermath deliver defiant remarks terrorism come san bernardino spend money tell terrorists screw said loud applause beat us stronger are. giuliani got standing ovation speech warren posed tough question likely minds many find strength go heart broken thousand pieces grieving process take time said get said get it. warren told crowd need feel feelings let out. talked wife overcame grief youngest son took life need release grief … let come said grief good thing said grief tool god given us get transitions life healthy. never tell someone know feels said one appropriate response grief sorry loss said important receive help others said feel bad happened bitterness eat alive. hold onto hurt said warren launched became one nation largest megachurches includes 10 southern california campuses warren called shooting evil quoted bible verse proverbs god lead mourners valley shadow death. going hell walk said giuliani spoke telling audience felt sympathy empathy offered prayers condolences mayor terrorists hijackers slammed planes world trade center sept. 11 2011 know going said lost many fellow citizens 10 closest friends. make us mourn make us cry one thing break spirit giuliani said loud applause urged crowd tell people visit san bernardino strike attackers fight back make something good come said giuliani also told blame muslims tragedy shooters said beat us. psychological warfare said want afraid. come san bernardino spend money tell terrorists screw said loud applause beat us stronger are. let become turning point san bernardino giuliani said got whole country behind you. long war sick determined adversary said terrorist attacks people around world planning kill us stand together said crowd gave giuliani standing ovation speech next san bernardino county supervisor janice rutherford told employees careful spread sorrow find good things life spread good cheer. applauded county workers courage bravery compassion dignity grace facing tragedy worst moments best characters come said employees took seats 2 p.m. service instrumental music played background image desert landscape mountains appeared large screen behind stage words remember honor support. thousands county employees expected ceremony attended gov jerry brown california attorney general kamala harris giuliani waived usual speaking fee event county spokesman david wert said giuliani typically makes 100,000 300,000 per speech according articles new york times huffington post washington post san bernardino county board supervisors chairman james ramos welcomed audience san bernardino county employees private memorial service tragedy brought together workers shown resilience despite loss colleagues friends said county never forget dec 2 2015 ramos said events day could torn us asunder … driven us closer together fulfill mission public service. outside arena event security tight sheriff deputy cruised aisles parking lot suv command trailer positioned sight arena entrance kristin stevens works san bernardino county library system said mood work solemn employees supportive attitude perseverance difficult time. long term stevens said expects residents county employees maybe greater sense community necessity aware support one another. beryl holman works county preschool services department said county employees edge since shooting office happy place said everybody pulling together also know couple people scared come memorial holman said attack make feel significantly less safe work opinion could happened anywhere said lorraine aguirre victim advocate san bernardino county district attorney office said shooting aftermath hit really close home. office helping shooting victims families co-workers busy recent weeks time process emotions happened still seems surreal said think everything kind calmed affect people even aguirre said used think multiple layers safety precautions office already takes excessive longer feels way aguirre said noticed fellow employees seem fearful even surface awareness day time something like attack happen. aguirre employees said memorial event important opportunity show support try begin healing get latest news delivered daily invite use commenting platform engage insightful conversations issues community although pre-screen comments reserve right times remove information materials unlawful threatening abusive libelous defamatory obscene vulgar pornographic profane indecent otherwise objectionable us disclose information necessary satisfy law regulation government request might permanently block user abuses conditions see comments find offensive please use flag inappropriate feature hovering right side post pulling arrow appears contact editors emailing moderator scng.com","{'neg': 0.199, 'neu': 0.646, 'pos': 0.154, 'compound': -0.9954}",2016-01-04 18:16:00,"'You don’t get over it,' Pastor Rick Warren tells San Bernardino memorial crowd",,25,http://www.ocregister.com/,center-right
