media_id,url,name,pub_country,pub_state,language,about_country,media_type,public_notes,editor_notes,stories_per_day,first_story
"1177979","http://corvelva.it/","corvelva.it","","","","","","","","0.01","2018-12-10"
"954245","http://cosmicbook.news/","cosmicbook.news","","","","","","","","0.0","2013-11-25"
"259141","http://cosmicconvergence.org/","cosmicconvergence.org","","","","","","","","0.0","2014-09-01"
"562788","http://costanoticias.com/","costanoticias.com","","","","","","","","0.0","2017-09-18"
"249006","http://cotton.senate.gov/","cotton.senate.gov","","","","","","","","0.0","2016-12-05"
"286616","http://counterjihad.com/","counterjihad.com","","","","","","","","0.0","2016-05-16"
"343691","http://countryrebel.com/","countryrebel.com","","","en","United States","","","","2.24","2018-04-09"
"1219301","http://countrysquire.co.uk/","countrysquire.co.uk","","","","","","","","0.0","2017-03-06"
"970237","http://cowgirlsfortrump.com/","cowgirlsfortrump.com","","","","","","","","0.0","2018-11-05"
"214293","http://cpac.conservative.org/","cpac.conservative.org","","","","","","","","0.0","2015-02-09"
"28926","http://www.craighuey.com#spider","craighuey.com","","","","","","","","0.01","2013-03-04"
"130474","http://crazydaysandnights.net/","crazydaysandnights.net","","","","","","","","0.0","2015-07-06"
"85471","http://creation.com/#spider","creation.com","","","","","","","","0.82","2011-12-26"
"1250891","http://creativedestructionmedia.com/","creativedestructionmedia.com","","","","","","","","0.03","2019-06-24"
"1311391","http://creepingsharia.tumblr.com/","creepingsharia.tumblr.com","","","","","","","","0.02","2020-03-02"
"85577","http://creepingsharia.wordpress.com/#spider","creepingsharia.wordpress.com","","","en","United States","","","","0.11","2012-04-30"
"913150","http://creepsonamission.com/","creepsonamission.com","","","","","","","","0.0","2018-10-15"
"288730","http://crimeresearch.org/","crimeresearch.org","","","","","","","","0.0","2014-07-07"
"112145","http://crisismagazine.com/","crisismagazine.com","","","","","","","","0.06","2011-01-17"
"739417","http://crisisnextdoor.gov/","crisisnextdoor.gov","","","","","","","","0.0","2018-03-12"
"444392","http://crofab.com/","crofab.com","","","","","","","","0.0","2017-07-10"
"22562","http://www.cronista.com","cronista.com","ARG","AR-C","es","none","print_native","","","0.0","2016-12-26"
"205786","http://crossfit.com/","crossfit.com","","","","","","","","0.0","2012-01-02"
"77494","http://www.crosswalk.com/#spider","crosswalk.com","","","","","","","","0.0","2018-11-26"
"552333","http://crowdfireapp.com/","crowdfireapp.com","","","","","","","","0.0","2017-01-09"
"909784","http://crusoe.com.br/","crusoe.com.br","","","","","","","","0.0","2018-07-09"
"68272","http://www.cruz.senate.gov/#spider","cruz.senate.gov","","","en","United States","","","","2.18","2016-01-25"
"32080","http://www.csindy.com#spider","csindy.com","USA","US-CO","en","United States","print_native","","","0.31","2017-12-04"
"29942","http://cssrc.us#spider","cssrc.us","","","","","","","","0.0","2011-05-30"
"320094","http://cubaarchive.org/","cubaarchive.org","","","","","","","","0.0","2016-12-12"
"318881","http://cubanexilequarter.blogspot.com/","cubanexilequarter.blogspot.com","","","","","","","","0.0","2011-08-15"
"108388","http://cufi.org/","cufi.org","","","","","","","","0.03","2013-07-22"
"488227","http://cufi.org.uk/","cufi.org.uk","","","","","","","","0.0","2017-01-16"
"1228705","http://culttture.com/","culttture.com","","","","","","","","0.0","2019-02-04"
"1423353","http://cultureshiftforlife.com/","cultureshiftforlife.com","","","","","","","","0.0","2017-11-20"
"1178976","http://culturewatchnews.com/","culturewatchnews.com","","","","","","","","0.0","2018-10-08"
"117410","http://currentargus.com/","currentargus.com","USA","US-NM","en","United States","print_native","","","3.82","2017-11-27"
"209179","http://cv4a.org/","cv4a.org","","","","","","","","0.0","2014-09-01"
"302080","http://cwbchicago.com/","cwbchicago.com","","","","","","","","0.01","2015-04-13"
"1177830","http://cwsontheweb.com/","cwsontheweb.com","","","","","","","","0.0","2019-01-28"
"35415","http://www.cyberguerrilla.org#spider","cyberguerrilla.org","","","","","","","","0.0","2014-08-11"
"38742","http://www.cyprus-mail.com/","cyprus-mail","CYP","","en","none","print_native","","","54.62","2013-06-17"
"753014","http://d.tube/","d.tube","","","","","","","","0.0","2021-05-30"
"109271","http://dagensmedia.se/","dagensmedia.se","","","","","","","","0.0","2016-12-05"
"306637","http://dagospia.com/","dagospia.com","ITA","","it","United States","","","","0.14","2015-11-30"
"18775","http://dailycaller.com","Daily Caller","USA","","en","United States","digital_native","","","86.63","2013-06-24"
"105100","http://dailysignal.com/#spider","Daily Signal","USA","","en","United States","digital_native","","","8.88","2014-06-23"
"269352","http://dailywire.com/","Daily Wire","","","en","United States","","","","38.26","2015-10-12"
"76100","http://www.daily-journal.com/#spider","daily-journal.com","USA","US-IL","en","United States","print_native","","","0.11","2013-11-18"
"1250864","http://daily-ohio.com/","daily-ohio.com","","","","","","","","0.0","2019-01-21"
"212894","http://dailycallernewsfoundation.org/","dailycallernewsfoundation.org","","","","","","","","0.51","2016-11-14"
"1343556","http://dailycitizen.focusonthefamily.com/","dailycitizen.focusonthefamily.com","","","","","","","","0.01","2016-12-12"
"1219034","http://dailyconservative.com/","dailyconservative.com","","","","","","","","0.0","2019-02-25"
"1175773","http://dailycrusader.com/","dailycrusader.com","","","","","","","","0.0","2018-11-19"
"288144","http://dailyheadlines.net/","dailyheadlines.net","","","en","United States","","","","2.01","2016-09-19"
"465060","http://dailyhealthpost.com/","dailyhealthpost.com","","","","","","","","0.98","2016-01-18"
"25016","http://dailyhowler.blogspot.com","dailyhowler.blogspot.com","","","","","","","","0.0","2012-04-09"
"568459","http://dailyjobcuts.com/","dailyjobcuts.com","","","","","","","","0.0","2016-11-28"
"359159","http://dailypakistan.com.pk/","dailypakistan.com.pk","PAK","PK-PB","ur","none","print_native","","","366.31","2016-12-19"
"214356","http://dailyrollcall.com/","dailyrollcall.com","","","","","","","","0.0","2013-01-07"
"1324187","http://dailytimetv.com/","dailytimetv.com","","","","","","","","0.0","2019-02-18"
"721241","http://dailytorch.com/","dailytorch.com","","","","","","","","0.06","2017-07-31"
"879815","http://dailyworldupdate.us/","dailyworldupdate.us","","","","","","","","0.0","2018-04-30"
"253533","http://daines.senate.gov/","daines.senate.gov","","","","","","","","0.0","2017-03-20"
"1400119","http://danaradio.com/","danaradio.com","","","","","","","","0.0","2020-03-23"
"663660","http://dangerous.com/","dangerous.com","","","","","","","","0.0","2016-10-31"
"19166","http://danieljmitchell.wordpress.com","danieljmitchell.wordpress.com","","","","","","","","0.0","2011-03-21"
"68058","http://www.danielpipes.org/#spider","danielpipes.org","","","","","","","","0.0","2011-06-27"
"756483","http://dannielleblumenthal.com/","dannielleblumenthal.com","","","","","","","","0.0","2017-12-04"
"115456","http://danpatrick.org/","danpatrick.org","","","","","","","","0.0","2011-05-23"
"67892","http://www.darpa.mil/#spider","darpa.mil","","","","","","","","0.0","2013-06-10"
"67653","http://www.daserste.de/#spider","daserste.de","","","","","","","","0.0","2017-07-31"
"25403","http://datechguyblog.com","datechguyblog.com","","","","","","","","0.0","2012-04-30"
"72466","http://www.davejanda.com/#spider","davejanda.com","","","","","","","","0.0","2013-05-27"
"86372","http://www.daveramsey.com/#spider","daveramsey.com","","","","","","","","0.0","2017-07-17"
"899718","http://daverubin.com/","daverubin.com","","","","","","","","0.0","2020-06-29"
"841137","http://daveswordsofwisdom.com/","daveswordsofwisdom.com","","","","","","","","0.0","2015-06-08"
"969702","http://daveweinbaum.net/","daveweinbaum.net","","","","","","","","0.0","2019-09-30"
"542675","http://david-collier.com/","david-collier.com","","","","","","","","0.01","2015-12-07"
"739692","http://davidharrisjr.com/","davidharrisjr.com","","","","","","","","5.22","2018-10-29"
"75640","http://davidharsanyi.com/#spider","davidharsanyi.com","","","","","","","","0.0","2013-06-03"
"53041","http://www.davidicke.com/#spider","davidicke.com","","","en","United States","","","","10.23","2018-11-05"
"32983","http://www.davidjeremiah.org#spider","davidjeremiah.org","","","","","","","","0.0","2013-02-25"
"122357","http://davidstockmanscontracorner.com/","davidstockmanscontracorner.com","","","","","","","","0.0","2015-03-09"
"1272012","http://dayofmourning.org/","dayofmourning.org","","","","","","","","0.0","2019-05-20"
"699715","http://dbdailyupdate.com/","dbdailyupdate.com","","","","","","","","0.01","2017-05-15"
"908025","http://dc-chronicle.com/","dc-chronicle.com","","","","","","","","0.0","2018-07-09"
"1306938","http://dc-populist.com/","dc-populist.com","","","","","","","","0.0","2019-06-10"
"1067407","http://dcalert.com/","dcalert.com","","","","","","","","0.0","2018-10-22"
"69123","http://dcclothesline.com/#spider","dcclothesline.com","","","en","United States","","","","3.84","2014-02-17"
"874946","http://dcdirtylaundry.com/","dcdirtylaundry.com","","","","","","","","3.77","2019-02-04"
"1310581","http://dcdocumentreports.com/","dcdocumentreports.com","","","","","","","","0.0","2019-02-11"
"53929","http://www.dcourier.com/#spider","dcourier.com","USA","US-AZ","en","United States","print_native","","","29.81","2018-08-06"
"342206","http://dcstatesman.com/","dcstatesman.com","","","en","United States","","","","0.0","2017-10-23"
"288181","http://dcwhispers.com/","dcwhispers.com","","","en","United States","","","","0.0","2015-07-13"
"1412262","http://deadline-com.cdn.ampproject.org/","deadline-com.cdn.ampproject.org","","","","","","","","0.0","2019-04-22"
"877353","http://deathofanationmovie.com/","deathofanationmovie.com","","","","","","","","0.0","2018-08-27"
"1304173","http://decisionmagazine.com/","decisionmagazine.com","","","","","","","","0.0","2019-05-27"
"1221430","http://declaringliberty.com/","declaringliberty.com","","","","","","","","0.0","2019-01-07"
"1229659","http://deepstateblog.org/","deepstateblog.org","","","","","","","","0.0","2018-10-08"
"1192573","http://deepstatejournal.com/","deepstatejournal.com","","","","","","","","0.0","2019-01-14"
"307188","http://deezer.com/","deezer.com","","","","","","","","0.0","2018-07-30"
"1230305","http://defconnews.com/","defconnews.com","","","","","","","","0.0","2019-01-14"
"364735","http://defconwarningsystem.com/","defconwarningsystem.com","","","","","","","","0.0","2015-03-16"
"913107","http://defendevropa.com/","defendevropa.com","","","","","","","","0.02","2020-07-27"
"1273919","http://defendgavin.com/","defendgavin.com","","","","","","","","0.0","2019-05-27"
"18675","http://www.defense.gov","defense.gov","","","","","","","","0.19","2017-10-02"
"828647","http://defensemaven.io/","defensemaven.io","","","","","","","","0.01","2018-06-18"
"461348","http://defiantamerica.com/","defiantamerica.com","","","","","","","","0.58","2017-09-18"
"1307739","http://delduduit.com/","delduduit.com","","","","","","","","0.0","2019-06-10"
"131905","http://delgazette.com/","delgazette.com","USA","US-OH","en","United States","print_native","","","4.39","2017-12-04"
"1301794","http://demandfreespeech.org/","demandfreespeech.org","","","","","","","","0.0","2019-07-01"
"31194","http://www.demingheadlight.com#spider","demingheadlight.com","USA","US-NM","en","United States","print_native","","","6.6","2017-11-20"
"139357","http://deneenborelli.com/","deneenborelli.com","","","en","United States","","","","0.73","2014-03-17"
"293059","http://dennismichaellynch.com/","dennismichaellynch.com","","","en","United States","","","","32.3","2016-11-07"
"29778","http://www.dennisprager.com#spider","dennisprager.com","","","","","","","","0.0","2012-01-02"
"98404","http://www.dennyburk.com/#spider","dennyburk.com","","","","","","","","0.0","2015-02-02"
"1221483","http://deplorablehousewives.news/","deplorablehousewives.news","","","","","","","","0.0","2018-03-12"
"563677","http://deplorablekel.com/","deplorablekel.com","","","","","","","","0.42","2017-07-24"
"1304159","http://deplorables4donaldjtrump.com/","deplorables4donaldjtrump.com","","","","","","","","0.0","2019-07-08"
"1229616","http://deplorableshow.com/","deplorableshow.com","","","","","","","","0.0","2019-03-04"
"1291013","http://deselco.com/","deselco.com","","","","","","","","0.0","2019-06-24"
"38933","http://www.destentor.nl/","destentor","NLD","NL-GE","nl","none","print_native","","","322.4","2013-05-20"
"304559","http://dhillonlaw.com/","dhillonlaw.com","","","","","","","","0.0","2016-07-18"
"74177","http://www.dia.mil/#spider","dia.mil","","","","","","","","0.0","2013-06-10"
"142244","http://dialogo-americas.com/","dialogo-americas.com","","","","","","","","0.0","2011-07-11"
"278279","http://diamondandsilkinc.com/","diamondandsilkinc.com","","","","","","","","0.0","2011-05-02"
"72561","http://www.dianawest.net/#spider","dianawest.net","","","","","","","","0.0","2015-07-27"
"201007","https://www.df.cl/","Diario Financiero","CHL","","es","none","print_native","","","41.07","2014-12-08"
"1310257","http://diarioconservador.org/","diarioconservador.org","","","","","","","","0.0","2019-03-18"
"287347","http://diariocontraste.com/","diariocontraste.com","VEN","VE-V","es","United States","digital_native","","","0.0","2018-03-19"
"851201","http://diariopatriota.com/","diariopatriota.com","","","es","none","","","","0.0","2019-04-08"
"622","http://www.dickmorris.com/blog/","DickMorris.com","","","en","United States","","","","1.29","2012-03-19"
"19663","http://dictionary.reference.com","dictionary.reference.com","","","","","","","","0.0","2012-01-16"
"41295","http://diepresse.com/","diepresse","AUT","AT-9","de","none","print_native","","","81.12","2013-03-18"
"117200","http://dig.abclocal.go.com/","dig.abclocal.go.com","","","","","","","","0.0","2014-06-30"
"712982","http://digitalcookie.girlscouts.org/","digitalcookie.girlscouts.org","","","","","","","","0.0","2018-04-16"
"1428549","http://digitaledition.telegraph.co.uk/","digitaledition.telegraph.co.uk","","","","","","","","0.0","2020-03-16"
"4422","http://dilbert.com/","Dilbert Daily Strip","","","en","United States","","","","1.0","2014-01-06"
"1323903","http://dilleyfineart.bigcartel.com/","dilleyfineart.bigcartel.com","","","","","","","","0.0","2019-09-09"
"84581","http://www.dineshdsouza.com/#spider","dineshdsouza.com","","","","","","","","0.0","2015-08-10"
"25528","http://directorblue.blogspot.com","directorblue.blogspot.com","","","en","United States","","","","2.11","2012-04-30"
"753307","http://disclosurenews.it/","disclosurenews.it","","","","","","","","0.01","2017-03-06"
"21781","http://disclosures.house.gov","disclosures.house.gov","","","","","","","","0.01","2013-07-15"
"24834","http://www.discoverthenetworks.org","discoverthenetworks.org","","","","","","","","0.0","2018-10-22"
"373334","http://disobedientmedia.com/","disobedientmedia.com","","","en","United States","","","","0.0","2015-07-13"
"20504","http://disqus.com","disqus.com","","","","","","","","0.0","2021-05-30"
"1231471","http://dissenter.com/","dissenter.com","","","","","","","","0.0","2019-03-11"
"346230","http://dissidenter.com/","dissidenter.com","","","sv","none","","","","0.0","2016-10-24"
"1311050","http://districtherald.com/","districtherald.com","","","","","","","","0.0","2019-06-24"
"90069","http://www.divinecosmos.com/#spider","divinecosmos.com","","","","","","","","0.0","2011-12-12"
"70602","http://djournal.com/#spider","djournal.com","USA","US-MS","en","United States","print_native","","","0.33","2013-06-24"
"1228686","http://djtcollectorclub.org/","djtcollectorclub.org","","","","","","","","0.0","2019-03-04"
"1267685","http://dlive.tv/","dlive.tv","","","","","","","","0.0","2019-05-13"
"565414","http://dmlnews.com/","dmlnews.com","","","","","","","","0.0","2017-10-16"
"1229052","http://dmlnewsapp.com/","dmlnewsapp.com","","","","","","","","0.0","2019-04-08"
"90683","http://www.dnj.com/#spider","dnj.com","USA","US-TN","en","United States","print_native","","","15.62","2017-12-04"
"19798","http://dockets.justia.com","dockets.justia.com","","","","","","","","0.0","2018-03-19"
"365809","https://www.document.no/","Document.no","","","no","none","","","","25.2","2017-02-06"
"1311671","http://doitq.news/","doitq.news","","","","","","","","0.0","2019-04-01"
"269331","https://donaldjtrump.com/","donaldjtrump.com","","","en","United States","","","","0.01","2015-10-26"
"1343479","http://donbolduc.com/","donbolduc.com","","","","","","","","0.0","2019-12-30"
"81392","http://donsurber.blogspot.com/#spider","donsurber.blogspot.com","","","","","","","","0.0","2012-04-30"
"562008","http://dorzeczy.pl/","dorzeczy.pl","","","pl","none","","","","72.04","2019-01-28"
"86225","http://dothanfirst.com/#spider","dothanfirst.com","USA","US-AL","en","United States","video_broadcast","","","11.71","2019-12-02"
"262109","http://dougcollins.house.gov/","dougcollins.house.gov","","","","","","","","0.0","2013-05-13"
"112250","http://downtrend.com/","downtrend.com","","","en","United States","","","","0.0","2015-02-02"
"1230005","http://doyoucovfefe.com/","doyoucovfefe.com","","","","","","","","0.0","2019-03-04"
"144567","http://dpdbeat.com/","dpdbeat.com","","","","","","","","0.0","2014-07-28"
"284122","http://dps.texas.gov/","dps.texas.gov","","","","","","","","0.0","2014-12-01"
"85689","http://drawandstrike.blogspot.com/#spider","drawandstrike.blogspot.com","","","","","","","","0.0","2012-05-21"
"1229450","http://dreshare.com/","dreshare.com","","","","","","","","0.0","2018-04-30"
"111879","http://drjamesdobson.org/","drjamesdobson.org","","","","","","","","0.01","2012-04-30"
"40374","http://www.dr.dk/nyheder/","DRNyheder","","","da","none","","","","37.14","2013-03-11"
"1315892","http://drop.space/","drop.space","","","","","","","","0.06","2019-07-29"
"130197","http://drrichswier.com/","drrichswier.com","","","en","United States","","","","6.69","2018-09-17"
"148526","http://drtimball.com/","drtimball.com","","","","","","","","0.0","2012-04-30"
"552350","http://drudgenow.com/","drudgenow.com","","","","","","","","0.0","2017-04-10"
"1145","http://drudgereport.com/","drudgereport","USA","","en","United States","digital_native","","","235.3","2011-05-02"
"288123","http://drudgetoday.com/","drudgetoday.com","","","en","United States","","","","0.0","2015-04-27"
"1312122","http://dryerkesforcongress.com/","dryerkesforcongress.com","","","","","","","","0.0","2019-07-15"
"765184","http://dsma.uk/","dsma.uk","","","","","","","","0.0","2018-04-30"
"285320","http://dtnpf.com/","dtnpf.com","","","","","","","","0.02","2015-03-02"
"32772","http://duckduckgo.com#spider","duckduckgo.com","USA","","","","","","","0.0","2017-05-22"
"735697","http://dupagepolicyjournal.com/","dupagepolicyjournal.com","","","","","","","","14.51","2020-08-24"
"298770","http://theduran.com/","Duran","","","en","none","","","","9.79","2015-12-28"
"89640","http://www.dvidshub.net/#spider","dvidshub.net","","","","","","","","0.04","2016-06-06"
"226089","http://dwightlongenecker.com/","dwightlongenecker.com","","","","","","","","0.0","2017-12-11"
"66310","http://dziennik.pl/","dziennik.pl","POL","PL-MZ","pl","England","print_native","","","69.76","2013-05-06"
"199066","http://dzone.com/","dzone.com","","","","","","","","0.0","2011-07-25"
"765848","http://e-verify.gov/","e-verify.gov","","","","","","","","0.0","2017-12-25"
"904052","http://eagleactionreport.com/","eagleactionreport.com","","","","","","","","0.0","2018-09-03"
"25586","http://www.eagleforum.org","eagleforum.org","","","","","","","","0.8","2012-01-30"
"337200","http://eagleonetowanta.com/","eagleonetowanta.com","","","","","","","","0.0","2016-11-28"
"112884","http://eaglerising.com/","eaglerising.com","","","en","United States","","","","0.0","2013-07-08"
"1352839","http://eaglevisiontimes.com/","eaglevisiontimes.com","","","","","","","","0.0","2018-05-07"
"67730","http://eagnews.org/#spider","eagnews.org","","","","","","","","0.0","2012-04-30"
"334684","http://earnthenecklace.com/","earnthenecklace.com","","","","","","","","0.0","2016-09-12"
"247820","http://eastidahonews.com/","eastidahonews.com","USA","US-ID","en","United States","video_broadcast","","","15.09","2017-12-04"
"297026","http://easttexasmatters.com/","easttexasmatters.com","USA","US-TX","en","United States","video_broadcast","","","20.14","2019-09-23"
"1251575","http://easyearl.com/","easyearl.com","","","","","","","","0.0","2019-03-25"
"105492","http://eatliver.com/#spider","eatliver.com","","","","","","","","0.0","2015-09-07"
"970194","http://ecocitytvnews.com.ng/","ecocitytvnews.com.ng","","","","","","","","0.0","2018-07-23"
"1310329","http://ecomputerzone.com/","ecomputerzone.com","","","","","","","","0.0","2019-07-15"
"35609","http://www.econlib.org#spider","econlib.org","","","","","","","","0.07","2012-04-30"
"90549","http://www.economics21.org/#spider","economics21.org","","","","","","","","0.0","2011-04-18"
"576177","http://ednc.org/","ednc.org","","","","","","","","0.01","2018-05-14"
"271442","https://edsinfo.wordpress.com/","edsinfo.wordpress.com","","","","","","","","0.0","2013-08-26"
"488907","http://education.cu-portland.edu/","education.cu-portland.edu","","","","","","","","0.0","2012-10-01"
"1305899","http://educationblogit.blogspot.com/","educationblogit.blogspot.com","","","","","","","","0.0","2019-01-14"
"308761","http://egyptday1.blogspot.com/","egyptday1.blogspot.com","","","en","United States","","","","0.0","2018-12-24"
"285859","http://ehrintelligence.com/","ehrintelligence.com","","","","","","","","0.01","2017-02-06"
"666533","http://eidclimate.org/","eidclimate.org","","","","","","","","0.02","2016-06-20"
"40319","http://ekstrabladet.dk/VisArtikel.sasp?TemplateID=1","ekstrabladet","","","da","Islamic Republic of Iran","","","","0.01","2013-05-06"
"201009","http://ellibero.cl/","El Líbero - Información, opinión, deporte, agregación de noticias y periodismo de drones: La realidad como no la habías visto.","","","","","","","","0.0","2014-09-29"
"362163","http://elmundo.com/","El Mundo","","","es","none","","","","0.0","2018-02-12"
"240791","http://elcato.org/","elcato.org","","","","","","","","0.0","2013-04-08"
"381194","http://www.elcorreo.com/alava/","elcorreo.com | Araba/Álava | diario con las últimas noticias de Álava, fotos y videos","ESP","ES-PV","es","none","print_native","","","309.16","2017-07-03"
"57653","http://elderofziyon.blogspot.com/","elderofziyon.blogspot.com","","","en","State of Israel","","","","5.67","2013-04-29"
"106713","http://elderstatement.com/","elderstatement.com","","","en","United States","","","","0.0","2018-09-17"
"839666","http://eldisenso.com/","eldisenso.com","","","","","","","","0.0","2016-04-25"
"278393","https://electionbettingodds.com/","electionbettingodds.com","","","","","","","","0.0","2016-02-08"
"1175715","http://electroverse.net/","electroverse.net","","","","","","","","0.0","2018-07-30"
"823129","http://elephantaddress.com/","elephantaddress.com","","","","","","","","0.0","2017-09-04"
"271192","http://elevenwarriors.com","Eleven Warriors","USA","US-OH","en","United States","digital_native","","","7.0","2016-02-29"
"753801","http://ellacruz.org/","ellacruz.org","","","","","","","","0.0","2017-10-30"
"313133","http://elonnewsnetwork.com/","elonnewsnetwork.com","","","","","","","","0.02","2019-10-14"
"879769","http://elparchedelcapuchino.com/","elparchedelcapuchino.com","","","es","none","","","","3.1","2019-05-06"
"1250865","http://elrealista24.com/","elrealista24.com","","","","","","","","0.0","2019-02-04"
"1305868","http://email.gpeflow.com/","email.gpeflow.com","","","","","","","","0.0","2019-07-08"
"1460059","http://emanuelkarlsten.se/","emanuelkarlsten.se","","","","","","","","0.0","2019-01-14"
"331839","http://emisorasunidas.com/","emisorasunidas.com","GTM","GT-ES","es","none","video_broadcast","","","24.72","2017-12-04"
"306393","http://en-volve.com/","en-volve.com","","","en","United States","","","","1.28","2018-08-06"
"295413","http://en.protothema.gr/","en.protothema.gr","GRC","","en","none","print_native","","","10.31","2017-12-04"
"834886","http://en.stories.newsner.com/","en.stories.newsner.com","","","","","","","","0.0","2017-12-04"
"6886","http://www.encounterbooks.com","Encounter Books","","","en","none","","","","0.0","2011-01-03"
"1271907","http://endbirthdayabortion.com/","endbirthdayabortion.com","","","","","","","","0.0","2019-05-20"
"20344","http://endoftheamericandream.com","endoftheamericandream.com","","","","","","","","0.01","2012-01-09"
"179473","http://endtimeheadlines.org/","endtimeheadlines.org","","","","","","","","10.31","2020-01-20"
"1272228","http://engagetheright.com/","engagetheright.com","","","","","","","","0.0","2019-05-20"
"235969","http://entertainment.ie/","entertainment.ie","","","","","","","","0.01","2013-05-13"
"179178","http://entornointeligente.com/","entornointeligente.com","VEN","","es","New Jersey","digital_native","","","224.57","2013-01-07"
"825128","http://epaper.ajc.com/","epaper.ajc.com","","","","","","","","0.0","2018-07-16"
"1388712","http://epnewsleader.com/","epnewsleader.com","","","","","","","","0.0","2020-03-09"
"23411","http://www.theepochtimes.com","Epoch Times","USA","US-NY","en","United States","print_native","","","111.93","2018-09-17"
"41922","http://www.epochtimes.de/","epochtimes","DEU","","de","none","print_native","","","56.52","2013-10-28"
"426802","http://epsilontheory.com/","epsilontheory.com","","","","","","","","0.02","2013-06-24"
"385850","http://eraoflight.com/","eraoflight.com","","","","","","","","0.01","2017-02-20"
"969851","http://erincruz.com/","erincruz.com","","","","","","","","0.0","2018-11-05"
"1310319","http://erincruz.org/","erincruz.org","","","","","","","","0.0","2019-07-15"
"1218426","http://erincruzussenate.revv.co/","erincruzussenate.revv.co","","","","","","","","0.0","2019-02-25"
"844653","http://es.weforum.org/","es.weforum.org","","","","","","","","0.0","2016-01-11"
"343818","http://esdiario.com/","esdiario.com","","","es","none","","","","50.51","2015-12-14"
"167510","http://et.al/","et.al","","","","","","","","0.0","2021-05-30"
"120661","http://etc.se/","etc.se","","","","","","","","0.0","2014-02-03"
"753534","http://eurasiafuture.com/","eurasiafuture.com","","","","","","","","0.0","2018-01-29"
"912995","http://europe.infowars.com/","europe.infowars.com","","","","","","","","0.18","2018-04-23"
"67873","http://www.eutimes.net/#spider","eutimes.net","","","en","United States","","","","2.4","2013-10-07"
"372936","http://everydayconcerned.net/","everydayconcerned.net","","","","","","","","0.04","2015-08-31"
"1229767","http://eviemagazine.com/","eviemagazine.com","","","","","","","","0.0","2019-01-07"
"306859","http://evite.com/","evite.com","","","","","","","","0.0","2016-09-05"
"68602","http://www.evolutionnews.org/#spider","evolutionnews.org","","","","","","","","2.07","2020-05-11"
"232102","http://exclusive.multibriefs.com/","exclusive.multibriefs.com","","","","","","","","0.0","2014-09-22"
"697112","http://exclusive103.com/","exclusive103.com","","","","","","","","0.0","2018-01-08"
"299797","http://exonews.org/","exonews.org","","","","","","","","0.0","2011-02-14"
"21896","http://www.exopolitics.org","exopolitics.org","","","","","","","","0.0","2012-04-30"
"1175757","http://explainlife.com/","explainlife.com","","","","","","","","0.13","2018-12-31"
"614922","http://explorer.usaid.gov/","explorer.usaid.gov","","","","","","","","0.0","2018-03-19"
"704701","http://extremesealexperience.com/","extremesealexperience.com","","","","","","","","0.0","2018-02-19"
"387707","http://facebookcensorship.com/","facebookcensorship.com","","","","","","","","0.0","2015-07-06"
"696962","http://factsnotmemes.com/","factsnotmemes.com","","","","","","","","0.0","2018-01-15"
"75658","http://fairquestions.typepad.com/#spider","fairquestions.typepad.com","","","","","","","","0.0","2017-01-09"
"32887","http://www.fairtax.org#spider","fairtax.org","","","","","","","","0.01","2012-06-04"
"26441","http://www.fairus.org","fairus.org","","","","","","","","0.16","2016-11-07"
"591247","http://faithpot.com/","faithpot.com","","","","","","","","0.0","2017-03-06"
"591897","http://faithreel.org/","faithreel.org","","","","","","","","0.0","2014-09-08"
"313770","http://faithwire.com/","faithwire.com","","","","","","","","2.82","2016-10-17"
"113739","http://fakehatecrimes.org/","fakehatecrimes.org","","","","","","","","0.0","2014-06-30"
"114004","http://familyfoundation.org/","familyfoundation.org","","","","","","","","0.0","2012-09-10"
"286456","http://familypolicyalliance.com/","familypolicyalliance.com","","","","","","","","0.0","2016-03-14"
"1523806","http://familyproof.com/","familyproof.com","","","","","","","","0.0","2020-03-09"
"570872","http://farleftwatch.com/","farleftwatch.com","","","","","","","","0.0","2017-07-10"
"751488","http://farmers.gov/","farmers.gov","","","","","","","","0.0","2020-05-04"
"563235","http://farmersonly.com/","farmersonly.com","","","","","","","","0.0","2017-09-18"
"31681","http://farmprogress.com#spider","farmprogress.com","","","","","","","","0.0","2011-10-24"
"1251019","http://farmrescue.org/","farmrescue.org","","","","","","","","0.0","2019-03-25"
"305850","http://fashthenation.com/","fashthenation.com","","","","","","","","0.1","2016-09-19"
"98849","http://www.fau.edu/#spider","fau.edu","","","","","","","","0.0","2014-12-29"
"353981","http://fbcoverup.com/","fbcoverup.com","","","","","","","","0.0","2015-08-10"
"128798","http://fcbarcelona.com/","fcbarcelona.com","","","","","","","","0.0","2014-08-11"
"746672","http://fcdflegal.org/","fcdflegal.org","","","","","","","","0.0","2017-06-12"
"118931","http://fdesouche.com/","fdesouche.com","","","fr","none","","","","30.66","2018-03-26"
"33833","http://www.fdlreporter.com#spider","fdlreporter.com","USA","US-WI","en","United States","print_native","","","22.22","2017-12-04"
"113967","http://fdrl.st/","fdrl.st","","","","","","","","0.0","2013-09-23"
"435817","http://federalbudgetinpictures.com/","federalbudgetinpictures.com","","","","","","","","0.0","2016-05-02"
"366282","http://thefederalist.com/","Federalist","","","en","United States","","","","16.47","2015-07-13"
"336213","http://federalistpress.com/","federalistpress.com","","","en","United States","","","","0.13","2013-12-16"
