Leaning,Media name,Media url,Media Id
left,media_name,media_url,media_id
left,Daily Democrat Online,http://www.dailydemocrat.com/,28072
left,Times-Standard Online,http://www.times-standard.com/,27864
left,Mother Jones,http://www.motherjones.com/,1112
left,gamasutra.com,http://www.gamasutra.com,20435
left,Think Progress  ,http://thinkprogress.org,111
left,Slate,http://www.slate.com?from=rss,4425
left,Center for Public Integrity,http://www.publicintegrity.org,24503
left,nyclu.org,http://www.nyclu.org,24785
left,972mag.com,http://972mag.com/#spider,81219
left,icc-cpi.int,http://www.icc-cpi.int/#spider,95192
left,epic.org,http://epic.org,19066
left,aaiusa.org,http://aaiusa.org/,65269
left,The Fresno Bee ,http://www.fresnobee.com/,67
left,dover post,http://www.doverpost.com,1599
left,Hullabaloo,http://digbysblog.blogspot.com,124
left,Black Enterprise,http://www.blackenterprise.com/,1107
left,Queerty ,http://www.queerty.com,159
left,American Prospect,http://www.prospect.org/cs/blogs,419
left,Boston Magazine ,http://www.bostonmagazine.com/index.html,1118
left,WBOC-TV,http://www.wboc.com,1585
left,The Progressive ,http://www.progressive.org,151
left,Common Dreams,http://www.commondreams.org/,1133
left,PRI,http://www.pri.org,1723
left,New Yorker,http://www.newyorker.com/,1101
left,Miami New Times,http://www.miaminewtimes.com/,1342
left,Novaya Gazeta ,http://www.novayagazeta.ru/,1724
left,Unfair Park,http://blogs.dallasobserver.com/unfairpark/,1246
left,netzpolitik.org: Reports on political topics and the information society,http://netzpolitik.org,171
left,FishbowlDC,http://www.mediabistro.com/fishbowldc/,266
left,SFist: San Francisco,http://sfist.com,205
left,DCist,http://dcist.com/,150
left,Democracy Now!,http://www.democracynow.org/,1721
left,dnainfo,http://www.dnainfo.com,24534
left,derStandard,http://derstandard.at/,39179
left,telerama,http://www.telerama.fr/,39987
left,kommersant,http://www.kommersant.ru/,40840
left,الجزيرة نت,http://aljazeera.net,18203
left,MSNBC,http://www.msnbc.msn.com/,1149
left,The Big Picture,http://www.ritholtz.com/blog/,1004
left,nybooks.com,http://www.nybooks.com/,6169
left,Serious Eats,http://www.seriouseats.com/,5946
left,Design Mom,http://www.designmom.com,5798
left,Little Green Footballs,http://www.littlegreenfootballs.com/weblog/weblog.php,853
left,EMILY's List: Newsroom,http://emilyslist.org/news,6514
left,Rolling Stone,http://www.rollingstone.com,5521
left,Crooked Timber  ,http://crookedtimber.org,766
left,Talking Points Memo,http://www.talkingpointsmemo.com,113
left,Dictionary.com Word of the Day,http://www.dictionary.com/wordoftheday/,4444
left,FiveThirtyEight,http://www.fivethirtyeight.com/,5915
left,Stereogum,http://stereogum.com,4443
left,Democratic Underground,http://www.democraticunderground.com,312
left,Washington Monthly,http://www.washingtonmonthly.com,294
left,Fark.com RSS,http://www.fark.com/fark.rss,5840
left,Labour's biggest independent grassroots e-network | LabourList.org 2.0.2 | LabourList.org,http://www.labourlist.org/,6292
left,Rotten Tomatoes: Movies,http://www.rottentomatoes.com/movies/,4435
left,Small Business Trends,http://smallbiztrends.com,5740
left,Gazeta.ru,http://gazeta.ru/,1728
left,Home - THE INQUIRER,http://www.theinquirer.net/,6107
left,Balloon Juice,http://www.balloon-juice.com,336
left,"ИноСМИ - Все, что достойно перевода",http://inosmi.ru,1767
left,Jezebel,http://jezebel.com,6154
left,Daily Kos,http://www.dailykos.com,115
left,Gothamist,http://gothamist.com/,5810
left,Cracked: All Posts,http://www.cracked.com,5804
left,Our Future,http://www.ourfuture.org/blog,664
left,Crooks and Liars,http://www.crooksandliars.com,307
left,jobsanger,http://jobsanger.blogspot.com,6516
left,DownWithTyranny!,http://downwithtyranny.blogspot.com,223
left,DSCC: Democratic Senatorial Campaign Committee,http://www.dscc.org/blog,793
left,The Escapist : Latest News,http://www.escapistmagazine.com,4502
left,Boing Boing,http://boingboing.net,1720
left,Macworld,http://www.macworld.com,5687
left,The Democratic Party,http://www.democrats.org/blog.html,361
left,Hack a Day,http://hackaday.com,5557
left,TheBloggess.com,http://thebloggess.com,5938
left,The Reporter,http://www.thereporter.com/,28057
